time,case00016`S1,case00016`S2,case00016`S3,case00016`S4
0,1.e-15,1.e-15,2.e-15,1.e-15
0.1,9.770521428541936e-16,9.770521428541936e-16,2.022947857145807e-15,1.e-15
0.2,9.577237262098521e-16,9.577237262098521e-16,2.042276273790148e-15,1.e-15
0.3,9.413963552325709e-16,9.413963552325709e-16,2.058603644767429e-15,1.e-15
0.4,9.275700766948055e-16,9.275700766948055e-16,2.072429923305195e-15,1.e-15
0.5,9.158373374918421e-16,9.158373374918421e-16,2.084162662508159e-15,1.e-15
0.6,9.058635156607302e-16,9.058635156607302e-16,2.09413648433927e-15,1.e-15
0.7,8.973721749104047e-16,8.973721749104047e-16,2.102627825089595e-15,1.e-15
0.8,8.901337023415926e-16,8.901337023415926e-16,2.109866297658407e-15,1.e-15
0.9,8.839565134513579e-16,8.839565134513579e-16,2.116043486548642e-15,1.e-15
1.,8.78680093367227e-16,8.78680093367227e-16,2.121319906632773e-15,1.e-15
1.1,8.741695113415877e-16,8.741695113415877e-16,2.125830488658412e-15,1.e-15
1.2,8.703109882476902e-16,8.703109882476902e-16,2.129689011752309e-15,1.e-15
1.3,8.670083422425697e-16,8.670083422425697e-16,2.13299165775743e-15,1.e-15
1.4,8.641800845277807e-16,8.641800845277807e-16,2.135819915472218e-15,1.e-15
1.5,8.617570407141061e-16,8.617570407141061e-16,2.138242959285893e-15,1.e-15
1.6,8.596804008303558e-16,8.596804008303558e-16,2.140319599169643e-15,1.e-15
1.7,8.579000840749685e-16,8.579000840749685e-16,2.142099915925031e-15,1.e-15
1.8,8.563733943066867e-16,8.563733943066867e-16,2.143626605693312e-15,1.e-15
1.9,8.550639028444447e-16,8.550639028444447e-16,2.144936097155554e-15,1.e-15
2.,8.539404864783651e-16,8.539404864783651e-16,2.146059513521634e-15,1.e-15
2.1,8.529765389827639e-16,8.529765389827639e-16,2.147023461017235e-15,1.e-15
2.2,8.521493080542494e-16,8.521493080542494e-16,2.14785069194575e-15,1.e-15
2.3,8.514393106909588e-16,8.514393106909588e-16,2.14856068930904e-15,1.e-15
2.4,8.50829870545984e-16,8.50829870545984e-16,2.149170129454015e-15,1.e-15
2.5,8.503066958259494e-16,8.503066958259494e-16,2.14969330417405e-15,1.e-15
2.6,8.498575412846676e-16,8.498575412846676e-16,2.150142458715331e-15,1.e-15
2.7,8.494719081189773e-16,8.494719081189773e-16,2.150528091881022e-15,1.e-15
2.8,8.491407932204581e-16,8.491407932204581e-16,2.150859206779541e-15,1.e-15
2.9,8.488564757738942e-16,8.488564757738942e-16,2.151143524226105e-15,1.e-15
3.,8.486123302844503e-16,8.486123302844503e-16,2.151387669715549e-15,1.e-15
3.1,8.484026741495622e-16,8.484026741495622e-16,2.151597325850437e-15,1.e-15
3.2,8.482226283547285e-16,8.482226283547285e-16,2.151777371645271e-15,1.e-15
3.3,8.480680076522407e-16,8.480680076522407e-16,2.151931992347759e-15,1.e-15
3.4,8.479352185627011e-16,8.479352185627011e-16,2.152064781437298e-15,1.e-15
3.5,8.478211755235948e-16,8.478211755235948e-16,2.152178824476405e-15,1.e-15
3.6,8.477232311688329e-16,8.477232311688329e-16,2.152276768831167e-15,1.e-15
3.7,8.476391115981469e-16,8.476391115981469e-16,2.152360888401853e-15,1.e-15
3.8,8.475668639663976e-16,8.475668639663976e-16,2.152433136033602e-15,1.e-15
3.9,8.475048127395744e-16,8.475048127395744e-16,2.152495187260425e-15,1.e-15
4.,8.47451518217871e-16,8.47451518217871e-16,2.152548481782129e-15,1.e-15
4.1,8.474057442826428e-16,8.474057442826428e-16,2.152594255717357e-15,1.e-15
4.2,8.47366429399499e-16,8.47366429399499e-16,2.152633570600502e-15,1.e-15
4.3,8.473326619375257e-16,8.473326619375257e-16,2.152667338062474e-15,1.e-15
4.4,8.473036589838705e-16,8.473036589838705e-16,2.15269634101613e-15,1.e-15
4.5,8.472787481567027e-16,8.472787481567027e-16,2.152721251843297e-15,1.e-15
4.6,8.472573519912861e-16,8.472573519912861e-16,2.152742648008714e-15,1.e-15
4.7,8.472389745533939e-16,8.472389745533939e-16,2.152761025446607e-15,1.e-15
4.8,8.472231899052264e-16,8.472231899052264e-16,2.152776810094774e-15,1.e-15
4.9,8.472096322123891e-16,8.472096322123891e-16,2.152790367787611e-15,1.e-15
5.,8.471979872620497e-16,8.471979872620497e-16,2.152802012737951e-15,1.e-15
