time,s1,s2
0,"{s1[0.], s2[0.]} /. NDSolve[{Derivative[1][s1][0.] == -1.*s1[0.], Derivative[1][s2][0.] == -1.*delay[s2[0.], 10.] + s1[0.], Derivative[1][s3][0.] == delay[s2[0.], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.], s2[0.], s3[0.]}, {0., 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.1,"{s1[0.1], s2[0.1]} /. NDSolve[{Derivative[1][s1][0.1] == -1.*s1[0.1], Derivative[1][s2][0.1] == -1.*delay[s2[0.1], 10.] + s1[0.1], Derivative[1][s3][0.1] == delay[s2[0.1], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.1], s2[0.1], s3[0.1]}, {0.1, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.2,"{s1[0.2], s2[0.2]} /. NDSolve[{Derivative[1][s1][0.2] == -1.*s1[0.2], Derivative[1][s2][0.2] == -1.*delay[s2[0.2], 10.] + s1[0.2], Derivative[1][s3][0.2] == delay[s2[0.2], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.2], s2[0.2], s3[0.2]}, {0.2, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.30000000000000004,"{s1[0.30000000000000004], s2[0.30000000000000004]} /. NDSolve[{Derivative[1][s1][0.30000000000000004] == -1.*s1[0.30000000000000004], Derivative[1][s2][0.30000000000000004] == -1.*delay[s2[0.30000000000000004], 10.] + s1[0.30000000000000004], Derivative[1][s3][0.30000000000000004] == delay[s2[0.30000000000000004], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.30000000000000004], s2[0.30000000000000004], s3[0.30000000000000004]}, {0.30000000000000004, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.4,"{s1[0.4], s2[0.4]} /. NDSolve[{Derivative[1][s1][0.4] == -1.*s1[0.4], Derivative[1][s2][0.4] == -1.*delay[s2[0.4], 10.] + s1[0.4], Derivative[1][s3][0.4] == delay[s2[0.4], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.4], s2[0.4], s3[0.4]}, {0.4, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.5,"{s1[0.5], s2[0.5]} /. NDSolve[{Derivative[1][s1][0.5] == -1.*s1[0.5], Derivative[1][s2][0.5] == -1.*delay[s2[0.5], 10.] + s1[0.5], Derivative[1][s3][0.5] == delay[s2[0.5], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.5], s2[0.5], s3[0.5]}, {0.5, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.6000000000000001,"{s1[0.6000000000000001], s2[0.6000000000000001]} /. NDSolve[{Derivative[1][s1][0.6000000000000001] == -1.*s1[0.6000000000000001], Derivative[1][s2][0.6000000000000001] == -1.*delay[s2[0.6000000000000001], 10.] + s1[0.6000000000000001], Derivative[1][s3][0.6000000000000001] == delay[s2[0.6000000000000001], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.6000000000000001], s2[0.6000000000000001], s3[0.6000000000000001]}, {0.6000000000000001, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.7000000000000001,"{s1[0.7000000000000001], s2[0.7000000000000001]} /. NDSolve[{Derivative[1][s1][0.7000000000000001] == -1.*s1[0.7000000000000001], Derivative[1][s2][0.7000000000000001] == -1.*delay[s2[0.7000000000000001], 10.] + s1[0.7000000000000001], Derivative[1][s3][0.7000000000000001] == delay[s2[0.7000000000000001], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.7000000000000001], s2[0.7000000000000001], s3[0.7000000000000001]}, {0.7000000000000001, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.8,"{s1[0.8], s2[0.8]} /. NDSolve[{Derivative[1][s1][0.8] == -1.*s1[0.8], Derivative[1][s2][0.8] == -1.*delay[s2[0.8], 10.] + s1[0.8], Derivative[1][s3][0.8] == delay[s2[0.8], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.8], s2[0.8], s3[0.8]}, {0.8, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
0.9,"{s1[0.9], s2[0.9]} /. NDSolve[{Derivative[1][s1][0.9] == -1.*s1[0.9], Derivative[1][s2][0.9] == -1.*delay[s2[0.9], 10.] + s1[0.9], Derivative[1][s3][0.9] == delay[s2[0.9], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[0.9], s2[0.9], s3[0.9]}, {0.9, 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
1.,"{s1[1.], s2[1.]} /. NDSolve[{Derivative[1][s1][1.] == -1.*s1[1.], Derivative[1][s2][1.] == -1.*delay[s2[1.], 10.] + s1[1.], Derivative[1][s3][1.] == delay[s2[1.], 10.], s1[0.] == 10., s2[0.] == 0., s3[0.] == 0.}, {s1[1.], s2[1.], s3[1.]}, {1., 0., 5.}, AccuracyGoal -> 30., PrecisionGoal -> 12.]"
