time,S1,S2
0,1.,0.
0.02,0.9600213196889994,0.03997868031099966
0.04,0.9201702308913132,0.07982976910868574
0.06,0.880572701484938,0.11942729851506101
0.08,0.841351495710472,0.15864850428952712
0.1,0.802624679775286,0.19737532022471327
0.12,0.7645042508741089,0.2354957491258903
0.14,0.7270949203905964,0.27290507960940275
0.16,0.6904930796417538,0.3095069203582454
0.18,0.6547859660694932,0.34521403393050587
0.2,0.6200510420036321,0.3799489579963669
0.22,0.5863555582688139,0.41364444173118525
0.24,0.5537563929429595,0.4462436070570395
0.26,0.5222999903208164,0.47770000967918275
0.28,0.4920225680347789,0.50797743196522
0.3,0.46295044007257,0.537049559927429
0.32,0.4351004483510915,0.5648995516489075
0.34,0.4084806046256543,0.5915193953743447
0.36,0.38309069724098416,0.6169093027590148
0.38,0.358923038991278,0.6410769610087211
0.4,0.33596323042240017,0.6640367695775988
0.42,0.314190938400199,0.6858090615998
0.44,0.2935806801408808,0.7064193198591183
0.46,0.2741025855811432,0.725897414418856
0.48,0.25572313295688615,0.744276867043113
0.5,0.23840584440840593,0.7615941555915933
0.52,0.22211193381404362,0.7778880661859556
0.54,0.2068009030758937,0.7931990969241055
0.56,0.19243108350885774,0.8075689164911414
0.58,0.17896011861908723,0.8210398813809119
0.6,0.1663453928865777,0.8336546071134214
0.62,0.1545444040337663,0.845455595966233
0.64,0.14351508432805463,0.8564849156719446
0.66,0.13321607074774972,0.8667839292522495
0.68,0.12360693229496983,0.8763930677050293
0.7000000000000001,0.11464835126799885,0.8853516487320005
0.72,0.10630227257391917,0.89369772742608
0.74,0.09853201154858475,0.9014679884514144
0.76,0.09130234138084704,0.9086976586191521
0.78,0.08457954301076706,0.915420456989232
0.8,0.07833144544977427,0.9216685545502248
0.8200000000000001,0.07252743216634185,0.9274725678336573
0.84,0.06713844524739418,0.9328615547526049
0.86,0.06213696793398346,0.9378630320660155
0.88,0.05749699152416105,0.9425030084758379
0.9,0.0531939859583493,0.9468060140416497
0.92,0.04920485625718863,0.9507951437428104
0.9400000000000001,0.04550788679507244,0.9544921132049266
0.96,0.0420826930503136,0.9579173069496854
0.98,0.03891016848723119,0.9610898315127678
1.,0.035972419924212115,0.9640275800757869
