time,s1,s2,s3,s4
0,10.,8.58267283429664E-41,10.,0.
0.06,9.4176453358424,0.5823546641575972,9.910000000000016,0.08999999999999994
0.12,8.869204366641751,1.130795633358245,9.82000000000002,0.17999999999999994
0.18,8.35270210466446,1.6472978953355362,9.730000000000022,0.2699999999999999
0.24,7.866278610673296,2.133721389326681,9.664441850592228,0.33555814940779966
0.3,7.408182206681866,2.5918177933181124,9.661441850592224,0.33855814940779966
0.36,6.976763260448635,3.023236739551343,9.658441850592224,0.34155814940779966
0.42,6.570468186570641,3.429531813429338,9.655441850592226,0.3445581494077997
0.48,6.187833908732268,3.81216609126771,9.652441850592226,0.34755814940779967
0.54,5.827482523760851,4.17251747623913,9.607139005060192,0.3928609949398384
0.6,5.488116360913978,4.511883639086005,9.517139005060193,0.4828609949398384
0.6599999999999999,5.1685133446036104,4.831486655396372,9.427139005060193,0.5728609949398382
0.72,4.867522559372128,5.132477440627854,9.337139005060193,0.6628609949398383
0.78,4.584060102385104,5.415939897614878,9.247139005060193,0.7528609949398384
0.84,4.31710523306666,5.682894766933322,9.157139005060191,0.8428609949398382
0.8999999999999999,4.065696594327319,5.934303405672663,9.067139005060191,0.9328609949398382
0.96,3.8289288489644155,6.171071151035567,8.97713900506019,1.0228609949398382
1.02,3.6059493537595406,6.394050646240442,8.88713900506019,1.1128609949398385
1.08,3.395955190552128,6.604044809447854,8.79713900506019,1.2028609949398383
1.14,3.198190147875143,6.801809852124839,8.70713900506019,1.292860994939838
1.2,3.0119420583284877,6.988057941671495,8.617139005060192,1.382860994939838
1.26,2.8365402237027633,7.163459776297219,8.527139005060192,1.472860994939838
1.3199999999999998,2.671353000857417,7.328646999142565,8.437139005060192,1.5628609949398378
1.38,2.515785528079632,7.48421447192035,8.347139005060193,1.6528609949398378
1.44,2.3692775844793372,7.630722415520646,8.257139005060193,1.7428609949398375
1.5,2.2313015600604156,7.768698439939567,8.167139005060193,1.8328609949398376
1.56,2.1013606295076888,7.898639370492293,8.077139005060193,1.9228609949398376
1.6199999999999999,1.978986990826748,8.021013009173238,8.002454032017154,1.997545967982864
1.68,1.8637397589786033,8.136260241021384,7.999454032017153,2.0005459679828648
1.74,1.7552040060792948,8.244795993920693,7.996454032017153,2.003545967982865
1.7999999999999998,1.6529888811746554,8.347011118825336,7.993454032017152,2.0065459679828654
1.8599999999999999,1.556726302224632,8.443273697775357,7.990454032017152,2.009545967982866
1.92,1.4660696168977567,8.533930383102232,7.987454032017152,2.012545967982866
1.98,1.3806923688398873,8.619307631160101,7.984454032017152,2.0155459679828662
2.04,1.3002871073555071,8.699712892644481,7.981454032017152,2.0185459679828663
2.1,1.224564282390393,8.775435717609593,7.978454032017152,2.0215459679828665
2.16,1.1532512062384994,8.846748793761487,7.975454032017152,2.024545967982866
2.2199999999999998,1.086091074847187,8.913908925152798,7.972454032017151,2.0275459679828662
2.28,1.0228420485454308,8.977157951454553,7.9694540320171505,2.0305459679828664
2.34,0.9632763657539724,9.036723634246012,7.9664540320171495,2.0335459679828665
2.4,0.9071795239324821,9.092820476067502,7.963454032017149,2.036545967982866
2.46,0.8543495083404108,9.145650491659572,7.960454032017148,2.0395459679828662
2.52,0.80459606618384,9.195403933816143,7.957454032017148,2.0425459679828664
2.58,0.7577400171675471,9.242259982832435,7.954454032017148,2.0455459679828665
2.6399999999999997,0.7136126811866196,9.286387318813365,7.951454032017148,2.0485459679828666
2.6999999999999997,0.672055056375564,9.32794494362442,7.948454032017148,2.0515459679828667
2.76,0.6329176228707174,9.367082377129265,7.945454032017149,2.054545967982867
2.82,0.5960594209982001,9.403940579001782,7.942454032017149,2.057545967982867
2.88,0.5613476036659166,9.438652396334065,7.9394540320171485,2.060545967982867
2.94,0.5286572847852414,9.47134271521474,7.936454032017149,2.063545967982867
3.,0.49787068368357845,9.502129316316402,7.933454032017149,2.066545967982867
