time,S1,S2
0,1.,-2.1344578208595614E-41
0.016,0.9710361132500926,0.02896388674990723
0.032,0.9432505817342153,0.056749418265784585
0.048,0.916491133872061,0.0835088661279388
0.064,0.8906345504311621,0.10936544956883765
0.08,0.8655794414007721,0.1344205585992277
0.096,0.8412411753268123,0.15875882467318753
0.112,0.8175482302223835,0.1824517697776163
0.128,0.7944395022506392,0.20556049774936058
0.14400000000000002,0.7718622845899159,0.22813771541008385
0.16,0.7497707257766617,0.25022927422333807
0.176,0.7281246289051624,0.2718753710948374
0.192,0.7068885105355172,0.2931114894644827
0.20800000000000002,0.6860308492614795,0.31396915073852044
0.224,0.6655234815489556,0.3344765184510445
0.24,0.6453411098442445,0.35465889015575564
0.256,0.6254609013842013,0.3745390986157987
0.272,0.6058621493826696,0.3941378506173306
0.28800000000000003,0.586526001140802,0.41347399885919817
0.304,0.5674352192461626,0.43256478075383764
0.32,0.5485739843185427,0.4514260156814576
0.336,0.5299277299565992,0.470072270043401
0.352,0.5114829937467313,0.48851700625326894
0.368,0.4932272990386035,0.5067727009613968
0.384,0.4751490428314475,0.5248509571685529
0.4,0.45723740344299074,0.5427625965570095
0.41600000000000004,0.43948226277403035,0.56051773722597
0.432,0.42187413156197134,0.5781258684380289
0.448,0.40440408608222056,0.5955959139177798
0.464,0.3870637160016963,0.612936283998304
0.48,0.36984507231823194,0.6301549276817683
0.496,0.3527406244001094,0.6472593755998909
0.512,0.33574322063686685,0.6642567793631333
0.528,0.318846053213036,0.6811539467869642
0.544,0.3020426263786743,0.6979573736213258
0.56,0.2853267277671415,0.7146732722328586
0.5760000000000001,0.26869240237425207,0.7313075976257479
0.592,0.2521339288663539,0.7478660711336461
0.608,0.23564579754153586,0.7643542024584642
0.624,0.21922269188628843,0.7807773081137117
0.64,0.20285946849497247,0.7971405315050276
0.656,0.18655114103601758,0.8134488589639826
0.672,0.1702928644361653,0.8297071355638348
0.6880000000000001,0.154079920261304,0.8459200797386961
0.704,0.13790770302610028,0.8620922969738999
0.72,0.12177170731412199,0.8782282926858782
0.736,0.1056675156258854,0.8943324843741148
0.752,0.08959078681794365,0.9104092131820566
0.768,0.07353724496577012,0.9264627550342303
0.784,0.05750266885785009,0.9424973311421502
0.8,0.04148288127899857,0.9585171187210018
