time,S1,S2
0,1.,-4.735267770646422E-41
0.5,0.9512294244983361,0.04877057550166396
1.,0.9048374180283328,0.09516258197166721
1.5,0.8607079764229068,0.1392920235770934
2.,0.8187307521872341,0.1812692478127659
2.5,0.7788007823491939,0.2211992176508061
3.,0.7408182201585797,0.2591817798414202
3.5,0.7046880893974666,0.29531191060253337
4.,0.6703200377674905,0.32967996223250934
4.5,0.6376281445460025,0.3623718554539974
5.,0.6065306539393629,0.3934693460606371
5.5,0.5769498059413295,0.42305019405867067
6.,0.5488116329409877,0.45118836705901255
6.5,0.5220457747672205,0.47795422523277975
7.,0.4965853027534549,0.5034146972465453
7.5,0.47236655238252934,0.5276334476174708
8.,0.4493289640933748,0.5506710359066254
8.5,0.42741491476815396,0.5725850852318461
9.,0.40656963648049854,0.5934303635195015
9.5,0.3867410169048731,0.6132589830951269
10.,0.36787943745416163,0.6321205625458385
10.5,0.34993773015595747,0.6500622698440426
11.,0.3328710682978718,0.6671289317021283
11.5,0.3166367685562934,0.6833632314437066
12.,0.30119420336756203,0.6988057966324379
12.5,0.286504779872455,0.713495220127545
13.,0.2725317851579361,0.7274682148420638
13.5,0.2592402601106379,0.740759739889362
14.,0.24659695259026437,0.7534030474097355
14.5,0.23457027536313363,0.7654297246368662
15.,0.22313015653907228,0.7768698434609276
15.5,0.21224795584057235,0.7877520441594276
16.,0.20189650008413548,0.7981034999158644
16.5,0.19204990635711425,0.8079500936428856
17.,0.1826835018286403,0.8173164981713597
17.5,0.1737739394781553,0.8262260605218447
18.,0.16529887549235658,0.8347011245076434
18.5,0.15723715129024818,0.8427628487097518
19.,0.14956861823092626,0.8504313817690737
19.5,0.14227405445209085,0.8577259455479092
20.,0.13533527914665183,0.8646647208533482
20.5,0.12873489471993785,0.8712651052800622
21.,0.12245641579326767,0.8775435842067323
21.5,0.11648415744859224,0.8835158425514078
22.,0.11080314526068986,0.8891968547393102
22.5,0.1053992205486466,0.8946007794513534
23.,0.10025883765695552,0.8997411623430445
23.5,0.09536915198875918,0.9046308480112408
24.,0.09071795324264614,0.9092820467573538
24.5,0.086293586495578,0.9137064135044219
25.,0.08208499862405534,0.9179150013759446
