time,case00333`S1,case00333`S2,case00333`S3,case00333`S4
0,0.0015,0.002,0.0015,0.004
0.2,0.001305864283696588,0.002194135716303411,0.0015693,0.003975000000000001
0.4,0.001136854348512351,0.002363145651487648,0.0016386,0.00395
0.6,0.0009897183273756837,0.002510281672624315,0.0017079,0.003924999999999999
0.8,0.0008616252076297513,0.002638374792370248,0.0017772,0.003899999999999999
1.,0.0007501103809246178,0.002749889619075382,0.0018465,0.003874999999999998
1.2,0.0006530282401537824,0.002846971759846217,0.0019158,0.003849999999999998
1.4,0.0005685108379922206,0.002931489162007779,0.0019851,0.003824999999999998
1.6,0.0004949319530699824,0.003005068046930018,0.0020544,0.003799999999999997
1.8,0.0004308759838343786,0.003069124016165621,0.0021237,0.003774999999999997
2.,0.0003751104008135083,0.003124889599186492,0.002193,0.003749999999999997
2.2,0.0003265621653814219,0.003173437834618578,0.0022623,0.003724999999999997
2.4,0.0002842972310184503,0.00321570276898155,0.0023316,0.003699999999999997
2.6,0.0002475024146530062,0.003252497585346994,0.0024009,0.003674999999999997
2.8,0.0002154697184149339,0.003284530281585066,0.002470199999999999,0.003649999999999997
3.,0.0001875827912220458,0.003312417208777954,0.002539499999999999,0.003624999999999996
3.2,0.000163305109554664,0.003336694890445336,0.002608799999999999,0.003599999999999996
3.4,0.0001421695512200119,0.003357830448779988,0.002678099999999999,0.003574999999999996
3.6,0.0001237694248145792,0.00337623057518542,0.002747399999999999,0.003549999999999995
3.8,0.0001077507061871353,0.003392249293812864,0.002816699999999999,0.003524999999999996
4.,0.00009380520190855372,0.003406194798091445,0.002885999999999999,0.003499999999999996
4.2,0.00008166458126951465,0.003418335418730485,0.002955299999999999,0.003474999999999996
4.4,0.00007109523566476852,0.00342890476433523,0.003024599999999999,0.003449999999999996
4.6,0.00006189381648197904,0.00343810618351802,0.003093899999999999,0.003424999999999995
4.8,0.00005388328628986858,0.00344611671371013,0.003163199999999999,0.003399999999999995
5.,0.00004690950778152666,0.003453090492218472,0.003232499999999999,0.003374999999999995
5.2,0.00004083829719562028,0.003459161702804379,0.003301799999999999,0.003349999999999995
5.4,0.00003555284891603734,0.003464447151083961,0.003371099999999999,0.003324999999999995
5.6,0.00003095146620822096,0.003469048533791777,0.003440399999999999,0.003299999999999994
5.8,0.00002694560901125005,0.003473054390988748,0.003509699999999999,0.003274999999999994
6.,0.00002345820393093816,0.00347654179606906,0.003578999999999999,0.003249999999999994
6.2,0.00002042215448643515,0.003479577845513563,0.003648299999999999,0.003224999999999994
6.4,0.00001777904269303702,0.003482220957306961,0.003717599999999999,0.003199999999999993
6.6,0.00001547801022426256,0.003484521989775735,0.003786899999999998,0.003174999999999993
6.8,0.00001347478660308139,0.003486525213396917,0.003856199999999998,0.003149999999999993
7.,0.00001173082915332042,0.003488269170846678,0.003925499999999999,0.003124999999999993
7.2,0.00001021258084752292,0.003489787419152475,0.003994799999999999,0.003099999999999993
7.4,8.890828989873313e-6,0.003491109171010124,0.0040641,0.003074999999999992
7.6,7.740144015061508e-6,0.003492259855984936,0.004133399999999999,0.003049999999999992
7.8,6.738385624627131e-6,0.003493261614375371,0.004202699999999999,0.003024999999999992
8.,5.866277927736501e-6,0.003494133722072261,0.004271999999999999,0.002999999999999992
8.2,5.107041534062525e-6,0.003494892958465935,0.004341299999999999,0.002974999999999992
8.4,4.446068932576367e-6,0.003495553931067421,0.004410599999999999,0.002949999999999992
8.6,3.870642009048153e-6,0.00349612935799095,0.004479899999999999,0.002924999999999992
8.8,3.369688535199354e-6,0.003496630311464799,0.004549199999999999,0.002899999999999992
9.,2.93357049817257e-6,0.003497066429501825,0.004618499999999999,0.002874999999999992
9.2,2.553896803494014e-6,0.003497446103196503,0.004687799999999999,0.002849999999999992
9.4,2.223361797341959e-6,0.003497776638202655,0.004757099999999999,0.002824999999999992
9.6,1.935605683230819e-6,0.003498064394316767,0.004826399999999998,0.002799999999999992
9.8,1.685092227882176e-6,0.003498314907772115,0.004895699999999999,0.002774999999999991
10.,1.467001302601758e-6,0.003498532998697396,0.004964999999999998,0.002749999999999991
