time,case00221`S1,case00221`S2,case00221`S3,case00221`S4
0,1.00000E-15,1.00000E-15,2.00000E-15,1.00000E-15
0.16,9.63746E-16,1.00000E-15,2.00000E-15,1.03625E-15
0.32,9.34064E-16,1.00000E-15,2.00000E-15,1.06594E-15
0.48,9.09762E-16,1.00000E-15,2.00000E-15,1.09024E-15
0.64,8.89866E-16,1.00000E-15,2.00000E-15,1.11013E-15
0.8,8.73576E-16,1.00000E-15,2.00000E-15,1.12642E-15
0.96,8.60239E-16,1.00000E-15,2.00000E-15,1.13976E-15
1.12,8.49319E-16,1.00000E-15,2.00000E-15,1.15068E-15
1.28,8.40379E-16,1.00000E-15,2.00000E-15,1.15962E-15
1.44,8.33060E-16,1.00000E-15,2.00000E-15,1.16694E-15
1.6,8.27067E-16,1.00000E-15,2.00000E-15,1.17293E-15
1.76,8.22161E-16,1.00000E-15,2.00000E-15,1.17784E-15
1.92,8.18144E-16,1.00000E-15,2.00000E-15,1.18186E-15
2.08,8.14855E-16,1.00000E-15,2.00000E-15,1.18515E-15
2.24,8.12162E-16,1.00000E-15,2.00000E-15,1.18784E-15
2.4,8.09957E-16,1.00000E-15,2.00000E-15,1.19004E-15
2.56,8.08152E-16,1.00000E-15,2.00000E-15,1.19185E-15
2.72,8.06675E-16,1.00000E-15,2.00000E-15,1.19333E-15
2.88,8.05465E-16,1.00000E-15,2.00000E-15,1.19454E-15
3.04,8.04474E-16,1.00000E-15,2.00000E-15,1.19553E-15
3.2,8.03663E-16,1.00000E-15,2.00000E-15,1.19634E-15
3.36,8.02999E-16,1.00000E-15,2.00000E-15,1.19700E-15
3.52,8.02455E-16,1.00000E-15,2.00000E-15,1.19754E-15
3.68,8.02010E-16,1.00000E-15,2.00000E-15,1.19799E-15
3.84,8.01646E-16,1.00000E-15,2.00000E-15,1.19835E-15
4,8.01348E-16,1.00000E-15,2.00000E-15,1.19865E-15
4.16,8.01103E-16,1.00000E-15,2.00000E-15,1.19890E-15
4.32,8.00903E-16,1.00000E-15,2.00000E-15,1.19910E-15
4.48,8.00740E-16,1.00000E-15,2.00000E-15,1.19926E-15
4.64,8.00606E-16,1.00000E-15,2.00000E-15,1.19939E-15
4.8,8.00496E-16,1.00000E-15,2.00000E-15,1.19950E-15
4.96,8.00406E-16,1.00000E-15,2.00000E-15,1.19959E-15
5.12,8.00332E-16,1.00000E-15,2.00000E-15,1.19967E-15
5.28,8.00272E-16,1.00000E-15,2.00000E-15,1.19973E-15
5.44,8.00223E-16,1.00000E-15,2.00000E-15,1.19978E-15
5.6,8.00182E-16,1.00000E-15,2.00000E-15,1.19982E-15
5.76,8.00149E-16,1.00000E-15,2.00000E-15,1.19985E-15
5.92,8.00122E-16,1.00000E-15,2.00000E-15,1.19988E-15
6.08,8.00100E-16,1.00000E-15,2.00000E-15,1.19990E-15
6.24,8.00082E-16,1.00000E-15,2.00000E-15,1.19992E-15
6.4,8.00067E-16,1.00000E-15,2.00000E-15,1.19993E-15
6.56,8.00055E-16,1.00000E-15,2.00000E-15,1.19995E-15
6.72,8.00045E-16,1.00000E-15,2.00000E-15,1.19996E-15
6.88,8.00037E-16,1.00000E-15,2.00000E-15,1.19996E-15
7.04,8.00030E-16,1.00000E-15,2.00000E-15,1.19997E-15
7.2,8.00025E-16,1.00000E-15,2.00000E-15,1.19998E-15
7.36,8.00020E-16,1.00000E-15,2.00000E-15,1.19998E-15
7.52,8.00017E-16,1.00000E-15,2.00000E-15,1.19998E-15
7.68,8.00014E-16,1.00000E-15,2.00000E-15,1.19999E-15
7.84,8.00011E-16,1.00000E-15,2.00000E-15,1.19999E-15
8,8.00009E-16,1.00000E-15,2.00000E-15,1.19999E-15
