time,S1,S2
0,1.,-5.201619899573721E-42
0.05,0.9585016750244905,0.041498324975509995
0.1,0.9181784443725999,0.08182155562740057
0.15000000000000002,0.8790606951486659,0.12093930485133443
0.2,0.8411704240779958,0.1588295759220044
0.25,0.8045217808161975,0.1954782191838026
0.30000000000000004,0.7691216726854077,0.23087832731459243
0.35000000000000003,0.734970407721853,0.26502959227814715
0.4,0.702062350716439,0.2979376492835612
0.45,0.6703865852506481,0.3296134147493519
0.5,0.6399275644561596,0.36007243554384044
0.55,0.6106657264742112,0.38933427352578875
0.6000000000000001,0.5825780925918886,0.4174219074081113
0.65,0.5556388271419539,0.444361172858046
0.7000000000000001,0.529819739421718,0.4701802605782819
0.75,0.5050907531745388,0.49490924682546117
0.8,0.4814203376517811,0.518579662348219
0.8500000000000001,0.458775883588451,0.5412241164115489
0.9,0.4371240376704571,0.562875962329543
0.9500000000000001,0.41643100312254766,0.5835689968774525
1.,0.3966627969383121,0.603337203061688
1.05,0.37778547235169513,0.622214527648305
1.1,0.3597653112562136,0.6402346887437865
1.1500000000000001,0.3425689838738551,0.6574310161261451
1.2000000000000002,0.32616368425715675,0.6738363157428433
1.25,0.3105172420477627,0.6894827579522373
1.3,0.29559821318586516,0.7044017868141348
1.35,0.28137594793059273,0.7186240520694073
1.4000000000000001,0.26782065279259687,0.7321793472074032
1.4500000000000002,0.25490342535921773,0.7450965746407824
1.5,0.24259628663930294,0.7574037133606972
1.55,0.23087220177768494,0.7691277982223153
1.6,0.21970508417416085,0.7802949158258393
1.6500000000000001,0.20906980230023747,0.7909301976997628
1.7000000000000002,0.19894217620228252,0.8010578237977177
1.75,0.18929896296152768,0.8107010370384725
1.8,0.1801178450427469,0.8198821549572533
1.85,0.17137742508474188,0.8286225749152583
1.9000000000000001,0.1630571784762997,0.8369428215237005
1.9500000000000002,0.15513745789772546,0.8448625421022747
2.,0.14759945603320934,0.8524005439667908
2.0500000000000003,0.14042518286352548,0.8595748171364748
2.1,0.13359743944973673,0.8664025605502635
2.15,0.12709979115787348,0.8729002088421268
2.2,0.1209165405909963,0.879083459409004
2.25,0.11503270045719718,0.8849672995428031
2.3000000000000003,0.109433966560521,0.8905660334394793
2.35,0.10410668019120137,0.8958933198087988
2.4000000000000004,0.0990378567306293,0.900962143269371
2.45,0.094215048922563,0.9057849510774372
2.5,0.08962643335601352,0.9103735666439866
