time,case00668`S1,case00668`S2,case00668`S3,case00668`S4
0,9.999999999999999e-13,2.e-12,1.5e-12,1.5e-12
0.16,8.214050342774374e-13,1.821405034277437e-12,1.678594965722562e-12,1.366053775708078e-12
0.32,6.856409025579496e-13,1.685640902557949e-12,1.81435909744205e-12,1.264230676918462e-12
0.48,5.794550764681343e-13,1.579455076468134e-12,1.920544923531865e-12,1.1845913073511e-12
0.64,4.945390739118365e-13,1.494539073911836e-12,2.005460926088164e-12,1.120904305433877e-12
0.8,4.254187946416386e-13,1.425418794641638e-12,2.074581205358362e-12,1.069064095981229e-12
0.96,3.683402298782809e-13,1.368340229878281e-12,2.131659770121719e-12,1.02625517240871e-12
1.12,3.206426190528936e-13,1.320642619052893e-12,2.179357380947107e-12,9.904819642896702e-13
1.28,2.803871772733313e-13,1.280387177273331e-12,2.21961282272667e-12,9.602903829549985e-13
1.44,2.461275592758265e-13,1.246127559275827e-12,2.253872440724174e-12,9.345956694568704e-13
1.6,2.167627051212869e-13,1.216762705121287e-12,2.283237294878713e-12,9.125720288409658e-13
1.76,1.914395339993373e-13,1.191439533999338e-12,2.308560466000663e-12,8.935796504995035e-13
1.92,1.694868163741244e-13,1.169486816374125e-12,2.330513183625876e-12,8.771151122805939e-13
2.08,1.503691802233417e-13,1.150369180223342e-12,2.349630819776659e-12,8.62776885167507e-13
2.24,1.336544124438439e-13,1.133654412443845e-12,2.366345587556157e-12,8.502408093328838e-13
2.4,1.189898216861046e-13,1.118989821686105e-12,2.381010178313897e-12,8.392423662645793e-13
2.56,1.060848096707194e-13,1.10608480967072e-12,2.393915190329282e-12,8.295636072530405e-13
2.72,9.469786319569583e-14,1.094697863195697e-12,2.405302136804305e-12,8.210233973967729e-13
2.88,8.462669397782032e-14,1.084626693977821e-12,2.41537330602218e-12,8.134700204833662e-13
3.04,7.570067527891368e-14,1.075700675278914e-12,2.424299324721087e-12,8.067755064591861e-13
3.2,6.77749701893304e-14,1.067774970189331e-12,2.43222502981067e-12,8.008312276419987e-13
3.36,6.072592294543689e-14,1.060725922945438e-12,2.439274077054563e-12,7.955444422090784e-13
3.52,5.4447416003728e-14,1.054447416003729e-12,2.445552583996272e-12,7.908355620027967e-13
3.68,4.884795294332481e-14,1.048847952943325e-12,2.451152047056675e-12,7.86635964707494e-13
3.84,4.38483031691653e-14,1.043848303169166e-12,2.456151696830834e-12,7.828862273768745e-13
4.,3.937959480505802e-14,1.039379594805058e-12,2.460620405194941e-12,7.795346961037942e-13
4.16,3.538175143593594e-14,1.035381751435936e-12,2.464618248564064e-12,7.765363135769525e-13
4.32,3.180219854842801e-14,1.031802198548428e-12,2.468197801451571e-12,7.738516489113214e-13
4.48,2.859479675426225e-14,1.028594796754262e-12,2.471405203245737e-12,7.714460975656972e-13
4.64,2.571894810697806e-14,1.025718948106978e-12,2.474281051893021e-12,7.692892110802339e-13
4.8,2.313884549526521e-14,1.023138845495265e-12,2.476861154504734e-12,7.673541341214491e-13
4.96,2.082283930282735e-14,1.020822839302827e-12,2.479177160697171e-12,7.656171294771208e-13
5.12,1.874290118083121e-14,1.018742901180831e-12,2.481257098819167e-12,7.640571758856235e-13
5.28,1.687416510679426e-14,1.016874165106794e-12,2.483125834893204e-12,7.626556238300959e-13
5.44,1.519453610313546e-14,1.015194536103135e-12,2.484805463896863e-12,7.613959020773518e-13
5.6,1.368435296890357e-14,1.013684352968904e-12,2.486315647031095e-12,7.60263264726678e-13
5.76,1.232609738349111e-14,1.012326097383491e-12,2.487673902616508e-12,7.592445730376188e-13
5.92,1.110414191773003e-14,1.01110414191773e-12,2.488895858082268e-12,7.583281064382978e-13
6.08,1.000453106409747e-14,1.010004531064098e-12,2.489995468935901e-12,7.575033982980734e-13
6.24,9.01479028677359e-15,1.009014790286774e-12,2.490985209713225e-12,7.567610927150806e-13
6.4,8.12375988677529e-15,1.008123759886776e-12,2.491876240113223e-12,7.560928199150819e-13
6.56,7.321446943082577e-15,1.007321446943083e-12,2.492678553056916e-12,7.554910852073124e-13
6.72,6.59889791147038e-15,1.00659889791147e-12,2.493401102088528e-12,7.549491734336031e-13
6.88,5.948086146311742e-15,1.005948086146312e-12,2.494051913853686e-12,7.544610646097342e-13
7.04,5.361810312856198e-15,1.005361810312856e-12,2.494638189687142e-12,7.540213577346426e-13
7.2,4.833606538881952e-15,1.004833606538882e-12,2.495166393461116e-12,7.536252049041618e-13
7.36,4.357671012828018e-15,1.004357671012828e-12,2.495642328987169e-12,7.532682532596214e-13
7.52,3.928789483008963e-15,1.003928789483009e-12,2.496071210516989e-12,7.529465921122571e-13
7.68,3.542274923681696e-15,1.003542274923682e-12,2.496457725076316e-12,7.526567061927618e-13
7.84,3.193915175570932e-15,1.003193915175571e-12,2.496806084824426e-12,7.523954363816786e-13
8.,2.879920552945644e-15,1.002879920552946e-12,2.497120079447051e-12,7.521599404147097e-13
