time,s1,s2
0,7.,-9.486769009248164E-20
0.1,7.,3.5
0.2,7.,7.000000000000001
0.30000000000000004,7.,10.500000000000002
0.4,7.,14.000000000000002
0.5,7.,17.5
0.6000000000000001,7.,21.000000000000004
0.7000000000000001,7.,24.500000000000007
0.8,7.,28.000000000000004
0.9,7.,31.500000000000004
1.,7.,35.00000000000001
1.1,7.,38.50000000000001
1.2000000000000002,7.,42.00000000000001
1.3,7.,45.50000000000001
1.4000000000000001,7.,49.00000000000001
1.5,7.,52.50000000000001
1.6,7.,56.00000000000001
1.7000000000000002,7.,59.50000000000001
1.8,7.,63.00000000000001
1.9000000000000001,7.,66.50000000000001
2.,7.,70.
2.1,7.,73.50000000000001
2.2,7.,77.00000000000001
2.3000000000000003,7.,80.50000000000001
2.4000000000000004,7.,84.00000000000001
2.5,7.,87.5
2.6,7.,91.00000000000001
2.7,7.,94.50000000000001
2.8000000000000003,7.,98.00000000000001
2.9000000000000004,7.,101.50000000000001
3.,7.,105.
3.1,7.,108.50000000000001
3.2,7.,112.00000000000001
3.3000000000000003,7.,115.50000000000001
3.4000000000000004,7.,119.00000000000001
3.5,7.,122.5
3.6,7.,126.00000000000001
3.7,7.,129.5
3.8000000000000003,7.,133.
3.9000000000000004,7.,136.50000000000003
4.,7.,140.
4.1000000000000005,7.,143.50000000000003
4.2,7.,147.
4.3,7.,150.5
4.4,7.,154.00000000000003
4.5,7.,157.5
4.6000000000000005,7.,161.00000000000003
4.7,7.,164.5
4.800000000000001,7.,168.00000000000003
4.9,7.,171.50000000000003
5.,7.,175.
