time,s1,s2
0,0.,-2.692883665399068E-65
0.1,0.,0.12500000000000003
0.2,0.,0.5000000000000001
0.30000000000000004,0.,1.1250000000000009
0.4,0.,2.000000000000001
0.5,0.,3.125000000000001
0.6000000000000001,0.,4.500000000000003
0.7000000000000001,0.,6.125000000000003
0.8,0.,8.000000000000002
0.9,0.,10.125000000000002
1.,0.,12.500000000000002
1.1,0.,15.125000000000004
1.2000000000000002,0.,18.000000000000007
1.3,0.,21.125
1.4000000000000001,0.,24.500000000000004
1.5,0.,28.124999999999996
1.6,0.,32.
1.7000000000000002,0.,36.12500000000001
1.8,0.,40.5
1.9000000000000001,0.,45.125
2.,0.,49.99999999999999
2.1,0.,55.12499999999999
2.2,0.,60.5
2.3000000000000003,0.,66.125
2.4000000000000004,0.,72.
2.5,0.,78.12499999999999
2.6,0.,84.49999999999999
2.7,0.,91.125
2.8000000000000003,0.,98.
2.9000000000000004,0.,105.125
3.,0.,112.49999999999997
3.1,0.,120.12499999999999
3.2,0.,127.99999999999999
3.3000000000000003,0.,136.125
3.4000000000000004,0.,144.5
3.5,0.,153.12499999999997
3.6,0.,162.
3.7,0.,171.125
3.8000000000000003,0.,180.5
3.9000000000000004,0.,190.125
4.,0.,199.99999999999997
4.1000000000000005,0.,210.12500000000003
4.2,0.,220.49999999999997
4.3,0.,231.12499999999994
4.4,0.,242.00000000000003
4.5,0.,253.125
4.6000000000000005,0.,264.50000000000006
4.7,0.,276.12500000000006
4.800000000000001,0.,288.0000000000001
4.9,0.,300.12500000000006
5.,0.,312.5
