time,case00385`S1,case00385`S2,case00385`S3,case00385`S4
0,0.001,0.001199999999999999,0.0019,0.001
0.05,0.0009689840026505724,0.001168984002650572,0.001031015962513147,0.001
0.1,0.0009407141600017327,0.001140714160001733,0.001059285805161987,0.001
0.15,0.0009148925570816184,0.001114892557081619,0.001085107408082101,0.001
0.2,0.0008912613743424873,0.001091261374342488,0.001108738590821232,0.001
0.25,0.0008695963750818883,0.001069596375081889,0.001130403590081831,0.001
0.3,0.0008497016204718621,0.001049701620471862,0.001150298344691857,0.001
0.35,0.0008314051436397987,0.001031405143639799,0.001168594821523921,0.001
0.4,0.0008145554056868211,0.001014555405686821,0.001185444559476898,0.001
0.45,0.001996079289170614,0.0009960792729314413,0.001203920692232279,0.001
0.5,0.001940090760656406,0.000940090744417233,0.001259909220746486,0.001
0.55,0.001890462492111464,0.0008904624758722903,0.001309537489291429,0.001
0.5999999999999999,0.001846307431107985,0.0008463074148688115,0.001353692550294908,0.001
0.65,0.001806891294073878,0.0008068912778347046,0.001393108687329015,0.001
0.7,0.001771601035342888,0.0007716010191037142,0.001428398946060005,0.001
0.75,0.001739920838692331,0.0007399208224531568,0.001460079142710562,0.001
0.8,0.001711413598927552,0.000711413582688378,0.001488586382475341,0.001
0.85,0.001685706504761828,0.0006857064885226547,0.001514293476641064,0.001
0.9,0.001662479674683679,0.0006624796584445049,0.001537520306719214,0.001
0.95,0.001641457146275768,0.0006414571300365942,0.001558542835127125,0.001
1.,0.001622399645884389,0.0006223996296452153,0.001577600335518504,0.001
1.05,0.001605098740695136,0.000605098724455962,0.001594901240707757,0.001
1.1,0.001589372090363886,0.0005893720741247116,0.001610627891039007,0.001
1.15,0.001575059549028043,0.0005750595327888695,0.00162494043237485,0.001
1.2,0.00156201994794123,0.0005620199317020566,0.001637980033461662,0.001
1.25,0.001550128434621821,0.0005501284183826472,0.001649871546781072,0.001
1.3,0.001539274233184262,0.000539274216945088,0.001660725748218631,0.001
1.35,0.001529358773282226,0.0005293587570430522,0.001670641208120667,0.001
1.4,0.00152029412214835,0.0005202941059091763,0.001679705859254543,0.001
1.45,0.001512001626677894,0.0005120016104387209,0.001687998354724998,0.001
1.5,0.001504410790690595,0.0005044107744514213,0.001695589190712298,0.001
1.55,0.001497458276768554,0.0004974582605293805,0.001702541704634338,0.001
1.6,0.001491087087435511,0.0004910870711963368,0.001708912893967382,0.001
1.65,0.001485245814333272,0.000485245798094098,0.001714754167069621,0.001
1.7,0.001479888037031632,0.000479888020792458,0.001720111944371261,0.001
1.75,0.001474971760930713,0.0004749717446915388,0.00172502822047218,0.001
1.8,0.001470458935766594,0.0004704589195274195,0.001729541045636299,0.001
1.85,0.001466315044616226,0.0004663150283770522,0.001733684936786667,0.001
1.9,0.001462508746084081,0.0004625087298449073,0.001737491235318812,0.001
1.95,0.001459011539524274,0.0004590115232851006,0.001740988441878618,0.001
2.,0.001455797478708402,0.0004557974624692284,0.00174420250269449,0.001
2.05,0.001452842924397955,0.0004528429081587809,0.001747157057004938,0.001
2.1,0.001450126322848293,0.0004501263066091186,0.0017498736585546,0.001
2.149999999999999,0.001447628001131194,0.00044762798489202,0.001752371980271699,0.001
2.2,0.001445329989505162,0.0004453299732659881,0.001754669991897731,0.001
2.25,0.001443215862460612,0.000443215846221438,0.001756784118942281,0.001
2.3,0.001441270596291661,0.0004412705800524873,0.001758729385111232,0.001
2.35,0.001439480441505587,0.0004394804252664134,0.001760519539897306,0.001
2.399999999999999,0.001437832808893633,0.0004378327926544593,0.00176216717250926,0.001
2.45,0.001436316165307633,0.0004363161490684592,0.00176368381609526,0.001
2.5,0.001434919937162675,0.0004349199209235013,0.001765080044240218,0.001
