time,S1,S2
0,1.5e-015,0
0.1,1.49252e-015,7.48128e-018
0.2,1.4703e-015,2.9702e-017
0.3,1.434e-015,6.60038e-017
0.4,1.38467e-015,1.15325e-016
0.5,1.32375e-015,1.76255e-016
0.6,1.25291e-015,2.47095e-016
0.7,1.17406e-015,3.25943e-016
0.8,1.08922e-015,4.10776e-016
0.9,1.00047e-015,4.99535e-016
1,9.09796e-016,5.90204e-016
1.1,8.19112e-016,6.80888e-016
1.2,7.30128e-016,7.69872e-016
1.3,6.44336e-016,8.55664e-016
1.4,5.62967e-016,9.37033e-016
1.5,4.86979e-016,1.01302e-015
1.6,4.17056e-016,1.08294e-015
1.7,3.53619e-016,1.14638e-015
1.8,2.96848e-016,1.20315e-015
1.9,2.46712e-016,1.25329e-015
2,2.03003e-016,1.297e-015
2.1,1.65376e-016,1.33462e-015
2.2,1.33382e-016,1.36662e-015
2.3,1.06508e-016,1.39349e-015
2.4,8.42021e-017,1.4158e-015
2.5,6.59054e-017,1.43409e-015
2.6,5.10712e-017,1.44893e-015
2.7,3.91821e-017,1.46082e-015
2.8,2.97616e-017,1.47024e-015
2.9,2.23812e-017,1.47762e-015
3,1.66635e-017,1.48334e-015
3.1,1.22831e-017,1.48772e-015
3.2,8.96403e-018,1.49104e-015
3.3,6.47676e-018,1.49352e-015
3.4,4.63307e-018,1.49537e-015
3.5,3.28124e-018,1.49672e-015
3.6,2.30072e-018,1.4977e-015
3.7,1.59715e-018,1.4984e-015
3.8,1.0977e-018,1.4989e-015
3.9,7.46933e-019,1.49925e-015
4,5.03194e-019,1.4995e-015
4.1,3.35619e-019,1.49966e-015
4.2,2.21623e-019,1.49978e-015
4.3,1.4489e-019,1.49986e-015
4.4,9.37823e-020,1.49991e-015
4.5,6.00979e-020,1.49994e-015
4.6,3.8129e-020,1.49996e-015
4.7,2.39502e-020,1.49998e-015
4.8,1.48943e-020,1.49999e-015
4.9,9.17035e-021,1.49999e-015
5,5.58998e-021,1.49999e-015
