time,case00506`S1,case00506`S2,case00506`S3,case00506`S4
0,0.0025,0.02,0.01,0.01
0.4,0.003409218146082552,0.02090921814608253,0.009090781853917446,0.01
0.8,0.004219664417179632,0.02171966441717962,0.008280335582820368,0.01
1.2,0.004942068795272475,0.02244206879527246,0.007557931204727527,0.01
1.6,0.005585995597429867,0.02308599559742985,0.006914004402570134,0.01
2.,0.006159970192966167,0.02365997019296614,0.006340029807033835,0.01
2.4,0.006671591673890691,0.02417159167389067,0.00582840832610931,0.01
2.8,0.007127633694491091,0.02462763369449107,0.00537236630550891,0.01
3.2,0.007534134113043739,0.02503413411304372,0.004965865886956262,0.01
3.6,0.007896475132233678,0.02539647513223366,0.004603524867766323,0.01
4.,0.008219453133533087,0.02571945313353307,0.004280546866466914,0.01
4.4,0.008507345235894175,0.02600734523589416,0.003992654764105826,0.01
4.8,0.008763962126912551,0.02626396212691253,0.003736037873087451,0.01
5.2,0.008992702058400026,0.02649270205840001,0.003507297941599975,0.01
5.6,0.009196592819882852,0.02669659281988283,0.003303407180117148,0.01
6.,0.009378334422982078,0.02687833442298206,0.003121665577017922,0.01
6.4,0.00954033259872049,0.02704033259872047,0.00295966740127951,0.01
6.8,0.00968473211114423,0.02718473211114421,0.002815267888855771,0.01
7.2,0.00981344516984086,0.02731344516984084,0.002686554830159142,0.01
7.6,0.009928175639483853,0.02742817563948384,0.002571824360516148,0.01
8.,0.01003044233049066,0.02753044233049065,0.002469557669509338,0.01
8.4,0.01012159946930747,0.02762159946930746,0.002378400530692526,0.01
8.8,0.01020285395345137,0.02770285395345135,0.002297146046548629,0.01
9.2,0.01027528133864995,0.02777528133864993,0.00222471866135005,0.01
9.6,0.01033984063541606,0.02783984063541604,0.002160159364583937,0.01
10.,0.01039738671651784,0.02789738671651782,0.002102613283482161,0.01
10.4,0.01044868129507707,0.02794868129507705,0.002051318704922932,0.01
10.8,0.01049440349021173,0.02799440349021172,0.002005596509788266,0.01
11.2,0.01053515877769345,0.02803515877769344,0.001964841222306544,0.01
11.6,0.01057148666268728,0.02807148666268726,0.001928513337312719,0.01
12.,0.01060386808406942,0.02810386808406941,0.001896131915930574,0.01
12.4,0.01063273176027005,0.02813273176027003,0.001867268239729951,0.01
12.8,0.01065845988683824,0.02815845988683823,0.001841540113161754,0.01
13.2,0.01068139309200502,0.028181393092005,0.001818606907994981,0.01
13.6,0.01070183497351094,0.02820183497351093,0.001798165026489054,0.01
14.,0.01072005616156602,0.02822005616156601,0.001779943838433977,0.01
14.4,0.0107362978983911,0.02823629789839108,0.0017637021016089,0.01
14.8,0.01075077522699724,0.02825077522699722,0.001749224773002762,0.01
15.2,0.01076367983439007,0.02826367983439006,0.00173632016560993,0.01
15.6,0.01077518257847245,0.02827518257847243,0.00172481742152755,0.01
16.,0.01078543573814238,0.02828543573814236,0.001714564261857623,0.01
16.4,0.01079457505316641,0.0282945750531664,0.001705424946833593,0.01
16.8,0.0108027215228022,0.02830272152280219,0.001697278477197798,0.01
17.2,0.01080998300544313,0.02830998300544312,0.001690016994556865,0.01
17.6,0.01081645564485499,0.02831645564485498,0.001683544355145009,0.01
18.,0.01082222514158322,0.02832222514158321,0.001677774858416778,0.01
18.4,0.01082736788069362,0.02832736788069361,0.001672632119306376,0.01
18.8,0.01083195194414148,0.02833195194414146,0.001668048055858521,0.01
19.2,0.01083603802052084,0.02833603802052083,0.001663961979479157,0.01
19.6,0.01083968020473893,0.02833968020473891,0.001660319795261071,0.01
20.,0.01084292672594154,0.02834292672594153,0.001657073274058458,0.01
