time,S1,S2
0,0.000000,1.090703
0.05,0.050000,1.002505
0.1,0.100000,1.158529
0.15,0.150000,1.520574
0.2,0.200000,2.000000
0.25,0.250000,2.050000
0.3,0.300000,2.100000
0.35,0.350000,2.150000
0.4,0.400000,2.200000
0.45,0.450000,2.250000
0.5,0.500000,2.300000
0.55,0.550000,2.350000
0.6,0.600000,2.400000
0.65,0.650000,2.450000
0.7,0.700000,2.500000
0.75,0.750000,2.550000
0.8,0.800000,2.600000
0.85,0.850000,2.650000
0.9,0.900000,2.700000
0.95,0.950000,2.750000
1,1.000000,2.800000
1.05,1.050000,2.850000
1.1,1.100000,2.900000
1.15,1.150000,2.950000
1.2,1.200000,3.000000
1.25,1.250000,3.050000
1.3,1.300000,3.100000
1.35,1.350000,3.150000
1.4,1.400000,3.200000
1.45,1.450000,3.250000
1.5,1.500000,3.300000
1.55,1.550000,3.350000
1.6,1.600000,3.400000
1.65,1.650000,3.450000
1.7,1.700000,3.500000
1.75,1.750000,3.550000
1.8,1.800000,3.600000
1.85,1.850000,3.650000
1.9,1.900000,3.700000
1.95,1.950000,3.750000
2,2.000000,3.800000
,,
,,
