time,case00516`S1,case00516`S2
0,1.125,1.5
0.04,0.9210720967150096,1.907855806569978
0.08,0.7541100514036928,2.241779897192611
0.12,0.6174130865265126,2.515173826946972
0.16,0.5054950768206989,2.739009846358599
0.2,0.413864332696358,2.922271334607281
0.24,0.3388434879054022,3.072313024189193
0.28,0.2774215824426385,3.19515683511472
0.32,0.2271335757536048,3.295732848492787
0.36,0.1859612322117853,3.378077535576427
0.4,0.1522521901368173,3.445495619726362
0.44,0.1246535452084941,3.500692909583009
0.48,0.1020576909949969,3.545884618010003
0.52,0.0835577735813814,3.582884452837233
0.56,0.0684113142091873,3.613177371581621
0.6,0.05601045191367703,3.637979096172641
0.64,0.04585747526865971,3.658285049462676
0.68,0.0375449278529736,3.674910144294049
0.72,0.03073918578327834,3.688521628433439
0.76,0.02516711675421939,3.699665766491557
0.8,0.02060509327232626,3.708789813455343
0.84,0.01687002238546466,3.716259955229066
0.88,0.01381200739097832,3.722375985218039
0.92,0.01130831417391937,3.727383371652157
0.96,0.009258465222843334,3.731483069554309
1.,0.007580189885810552,3.734839620228374
1.04,0.006206134584723666,3.737587730830548
1.08,0.005081153441065232,3.739837693117865
1.12,0.004160096302439133,3.741679807395117
1.16,0.003405999088556859,3.743188001822882
1.2,0.002788595942256793,3.744422808115482
1.24,0.00228310941542298,3.74543378116915
1.28,0.001869251811356049,3.746261496377284
1.32,0.001530413946892836,3.74693917210621
1.36,0.001252997011486265,3.747494005977023
1.4,0.00102586711802548,3.747948265763945
1.44,0.0008399090344229653,3.748320181931151
1.48,0.0006876592929405395,3.748624681414115
1.52,0.0005630078503644402,3.748873984299268
1.56,0.0004609518213787938,3.749078096357239
1.6,0.0003773954329980858,3.749245209134
1.64,0.0003089852587609865,3.749382029482475
1.68,0.0002529757167474551,3.749494048566502
1.72,0.0002071190178741789,3.749585761964249
1.76,0.0001695746938460192,3.749660850612305
1.8,0.0001388360266180602,3.749722327946761
1.84,0.0001136693196399836,3.749772661360717
1.88,0.0000930645680125326,3.749813870863972
1.92,0.00007619482668857024,3.74984761034662
1.96,0.00006238304370958979,3.749875233912578
2.,0.00005107492098318489,3.74989785015803
