time,s1,s2,s3,s4
0,10.,8.58267283429664E-41,10.,-1.3417432795910123E-43
0.1,9.048374179990846,0.9516258200091534,9.995000000000006,0.0049999999999999975
0.2,8.187307521177173,1.8126924788228245,9.990000000000006,0.01
0.30000000000000004,7.408182199857687,2.591817800142309,9.985000000000005,0.015000000000000005
0.4,6.703200383781568,3.2967996162184274,9.980000000000004,0.02
0.5,6.065306596312951,3.9346934036870453,9.975000000000003,0.025
0.6000000000000001,5.488116360924373,4.511883639075626,9.840697154468668,0.15930284553135057
0.7000000000000001,4.965853037935517,5.034146962064482,9.69069715446867,0.3093028455313505
0.8,4.493289626313654,5.506710373686345,9.540697154468669,0.45930284553135053
0.9,4.065696584043839,5.93430341595616,9.390697154468668,0.6093028455313506
1.,3.6787943518275408,6.321205648172458,9.240697154468668,0.7593028455313504
1.1,3.328710835498651,6.6712891645013475,9.09069715446867,0.9093028455313507
1.2000000000000002,3.0119420857085872,6.988057914291413,8.940697154468669,1.059302845531351
1.3,2.7253178597554646,7.2746821402445345,8.790697154468669,1.2093028455313506
1.4000000000000001,2.4659695877889627,7.534030412211036,8.640697154468668,1.3593028455313507
1.5,2.231301588629744,7.768698411370256,8.49069715446867,1.5093028455313504
1.6,2.01896503510327,7.981034964896729,8.34069715446867,1.6593028455313508
1.7000000000000002,1.8268351932159357,8.173164806784065,8.190697154468669,1.809302845531351
1.8,1.65298883593597,8.347011164064032,8.040697154468669,1.9593028455313506
1.9000000000000001,1.4956860855919205,8.50431391440808,7.890697154468669,2.1093028455313503
2.,1.3533528266872672,8.646647173312733,7.74069715446867,2.2593028455313497
2.1,1.224564217600279,8.77543578239972,7.590697154468669,2.4093028455313505
2.2,1.1080315215132357,8.891968478486765,7.44069715446867,2.559302845531351
2.3000000000000003,1.0025884324006522,8.997411567599347,7.29069715446867,2.709302845531351
2.4000000000000004,0.9071794983156724,9.092820501684326,7.14069715446867,2.8593028455313507
2.5,0.8208498998537347,9.179150100146265,6.990697154468671,3.00930284553135
2.6,0.7427357110470643,9.257264288952936,6.84069715446867,3.1593028455313505
2.7,0.6720551128979675,9.327944887102033,6.69069715446867,3.3093028455313505
2.8000000000000003,0.6081006160854807,9.39189938391452,6.5406971544686705,3.459302845531351
2.9000000000000004,0.5502321507679524,9.449767849232048,6.39069715446867,3.609302845531351
3.,0.4978706297409442,9.502129370259059,6.240697154468671,3.75930284553135
3.1,0.45049200388668337,9.54950799611332,6.09069715446867,3.90930284553135
3.2,0.4076220387276653,9.592377961272337,5.94069715446867,4.059302845531351
3.3000000000000003,0.36883164820278186,9.631168351797221,5.7906971544686705,4.209302845531351
3.4000000000000004,0.3337326619528764,9.666267338047128,5.64069715446867,4.359302845531351
3.5,0.3019738135390153,9.69802618646099,5.490697154468671,4.509302845531351
3.6,0.27323722406460077,9.726762775935402,5.34069715446867,4.659302845531351
3.7,0.2472352532125294,9.752764746787474,5.190697154468671,4.8093028455313505
3.8000000000000003,0.22370769424656217,9.77629230575344,5.0406971544686705,4.959302845531351
3.9000000000000004,0.20241909633158353,9.797580903668418,4.89069715446867,5.109302845531351
4.,0.18315638620744443,9.816843613792559,4.740697154468671,5.259302845531351
4.1000000000000005,0.16572675008308121,9.834273249916924,4.59069715446867,5.409302845531351
4.2,0.14995575373438522,9.85004424626562,4.440697154468671,5.5593028455313505
4.3,0.13568557591015898,9.864314424089846,4.290697154468672,5.709302845531349
4.4,0.12277339460869734,9.877226605391307,4.140697154468671,5.85930284553135
4.5,0.11108996466987274,9.888910035330131,3.9906971544686716,6.009302845531349
4.6000000000000005,0.10051834963093183,9.899481650369072,3.84069715446867,6.159302845531351
4.7,0.09095276081128127,9.909047239188723,3.6906971544686704,6.30930284553135
4.800000000000001,0.08229746554021736,9.917702534459789,3.5406971544686696,6.459302845531351
4.9,0.07446583070685131,9.925534169293154,3.3906971544686706,6.609302845531349
5.,0.06737946999142,9.932620530008586,3.240697154468671,6.759302845531349
