time,case00169`S1,case00169`S2,case00169`S3,case00169`S4
0,1.00E-15,0,0,0
0.24,8.45353834582710E-16,1.45483107373140E-16,8.45583491318416E-18,7.07223130966366E-19
0.48,7.14623105686985E-16,2.52016643699419E-16,2.83906435532612E-17,4.96960706033412E-18
0.72,6.04109381589421E-16,3.27484304353324E-16,5.36510012987462E-17,1.47553127585090E-17
0.96,5.10686182550711E-16,3.78340231490957E-16,8.01558669005100E-17,3.08177190578220E-17
1.2,4.31710520871317E-16,4.09853900315151E-16,1.05315828751856E-16,5.31197500616750E-17
1.44,3.64948141720551E-16,4.26314394074618E-16,1.27600137201950E-16,8.11373270028798E-17
1.68,3.08510311199924E-16,4.31200737883051E-16,1.46215933070538E-16,1.14073017846486E-16
1.92,2.60800377825296E-16,4.27323778449278E-16,1.60872474858529E-16,1.51003368866896E-16
2.16,2.20468596327742E-16,4.16944248111410E-16,1.71609456195370E-16,1.90977699365476E-16
2.4,1.86373974069554E-16,4.01870829556465E-16,1.78673438381380E-16,2.33081757992600E-16
2.64,1.57551955140302E-16,3.83541713594418E-16,1.82430113068181E-16,2.76476218197098E-16
2.88,1.33187147432328E-16,3.63092135850658E-16,1.83303229609584E-16,3.20417487107429E-16
3.12,1.12590265609125E-16,3.41410316099782E-16,1.81733081589998E-16,3.64266336701094E-16
3.36,9.51786126241649E-17,3.19183768595879E-16,1.78149270035980E-16,4.07488348743976E-16
3.6,8.04596040317499E-17,2.96937489563543E-16,1.72953756933526E-16,4.49649149471181E-16
3.84,6.80168367299838E-17,2.75065438173293E-16,1.66511221119494E-16,4.90406503977228E-16
4.08,5.74982914252606E-17,2.53856462640914E-16,1.59144528285992E-16,5.29500717647833E-16
4.32,4.86064031464440E-17,2.33515512116454E-16,1.51133632429621E-16,5.66744452307480E-16
4.56,4.10896081137166E-17,2.14181092002580E-16,1.42716807195380E-16,6.02012492688323E-16
4.8,3.47352578720929E-17,1.95939431400773E-16,1.34093237021418E-16,6.35232073705716E-16
5.04,2.93635842013806E-17,1.78836078555444E-16,1.25426461178634E-16,6.66373876064541E-16
5.28,2.48226175234913E-17,1.62885279222055E-16,1.16848174646250E-16,6.95443928608203E-16
5.52,2.09838955944586E-17,1.48077553987898E-16,1.08462109005281E-16,7.22476441412361E-16
5.76,1.77388166428604E-17,1.34385811164987E-16,1.00347832422142E-16,7.47527539770009E-16
6,1.49955762340021E-17,1.21770220695667E-16,9.25642969521928E-17,7.70669906118138E-16
6.24,1.26765681134195E-17,1.10182100259366E-16,8.51531038355831E-17,7.91988227791631E-16
6.48,1.07161856463470E-17,9.95669829697017E-17,7.81414413314440E-17,8.11575390052507E-16
6.72,9.05896833334225E-18,8.98670160055393E-17,7.15446786383182E-17,8.29529337022800E-16
6.96,7.65803367963644E-18,8.10228199486670E-17,6.53686331132372E-17,8.45950513258460E-16
7.2,6.47374830840355E-18,7.29749094483442E-17,5.96115302704453E-17,8.60939811972807E-16
7.44,5.47260771318915E-18,6.56647594457990E-17,5.42656733124604E-17,8.74596959528552E-16
7.68,4.62629009146855E-18,5.90355892258349E-17,4.93188537396613E-17,8.87019266943036E-16
7.92,3.91085197372017E-18,5.30329175476575E-17,4.47555349217128E-17,8.98300695556910E-16
8.16,3.30605380828271E-18,4.76049413969514E-17,4.05578280884913E-17,9.08531176706274E-16
8.4,2.79478519388264E-18,4.27027702938941E-17,3.67062952017271E-17,9.17796149310496E-16
8.64,2.36258230094301E-18,3.82805535807429E-17,3.31805975431385E-17,9.26176266575176E-16
8.88,1.99721795139436E-18,3.42955210079709E-17,2.99600153849410E-17,9.33747245655694E-16
9.12,1.68835583088902E-18,3.07079598952360E-17,2.70238570922706E-17,9.40579827181604E-16
9.36,1.42725808313764E-18,2.74811444722299E-17,2.43517757582959E-17,9.46739821686337E-16
9.6,1.20653812077695E-18,2.45812306718331E-17,2.19240087240677E-17,9.52288222483322E-16
9.84,1.01995166098423E-18,2.19771268593045E-17,1.97215533533207E-17,9.57281368126391E-16
10.08,8.62219993700546E-19,1.96403485092197E-17,1.77262904538274E-17,9.61771141043253E-16
10.32,7.28880950475413E-19,1.75448648188257E-17,1.59210658235689E-17,9.65805188407130E-16
10.56,6.16162297072969E-19,1.56669389932421E-17,1.42897369129861E-17,9.69427161796699E-16
10.8,5.20875166268969E-19,1.39849696029483E-17,1.28171930268213E-17,9.72676962203962E-16
11.04,4.40323834168892E-19,1.24793339563659E-17,1.14893542335254E-17,9.75590987975940E-16
11.28,3.72229459458602E-19,1.11322360943676E-17,1.02931540532405E-17,9.78202380392933E-16
11.52,3.14665615279883E-19,9.92756087808126E-18,9.21650995040398E-18,9.80541263556235E-16
11.76,2.66003790308222E-19,8.85073519652299E-18,8.24828494351868E-18,9.82634976069651E-16
12,2.24867324180341E-19,7.88859698370300E-18,7.37824305610999E-18,9.84508292636007E-16
