time,case00229`S1,case00229`S2,case00229`S3
0,1.,2.,1.5
0.008,0.8904417142726018,2.,1.609558285727397
0.016,0.7935051586986292,2.,1.70649484130137
0.024,0.7077362373745951,2.,1.792263762625404
0.032,0.6318483801754846,2.,1.868151619824514
0.04,0.5647032271147406,2.,1.935296772885258
0.048,0.5052935781035895,2.,1.994706421896409
0.056,0.4527282458564274,2.,2.047271754143572
0.064,0.4062187433331776,2.,2.093781256666821
0.072,0.3650674003303937,2.,2.134932599669606
0.08,0.3286569184259144,2.,2.171343081574085
0.088,0.2964411285572522,2.,2.203558871442748
0.096,0.2679367787292081,2.,2.232063221270792
0.104,0.2427162901861802,2.,2.25728370981382
0.112,0.2204013416557956,2.,2.279598658344204
0.12,0.2006572033927855,2.,2.299342796607214
0.128,0.1831877007002223,2.,2.316812299299777
0.136,0.1677307827557493,2.,2.332269217244249
0.144,0.1540545884710503,2.,2.345945411528949
0.152,0.1419539612605574,2.,2.358046038739441
0.16,0.1312474045387511,2.,2.368752595461248
0.168,0.1217743015807272,2.,2.378225698419272
0.176,0.1133925480191159,2.,2.386607451980884
0.184,0.1059764275789331,2.,2.394023572421066
0.192,0.09941467985590173,2.,2.400585320144097
0.2,0.09360888424376717,2.,2.406391115756232
0.208,0.08847194606439903,2.,2.4115280539356
0.216,0.08392681933568814,2.,2.41607318066431
0.224,0.07990530816037598,2.,2.420094691839622
0.232,0.07634710511727821,2.,2.42365289488272
0.24,0.07319882188961009,2.,2.426801178110388
0.248,0.07041324091105971,2.,2.429586759088938
0.256,0.06794857501623387,2.,2.432051424983764
0.264,0.06576785004519264,2.,2.434232149954805
0.272,0.06383836011900548,2.,2.436161639880992
0.28,0.06213115564701413,2.,2.437868844352983
0.288,0.06062063028002721,2.,2.43937936971997
0.296,0.05928412852901789,2.,2.440715871470979
0.304,0.05810159866281418,2.,2.441898401337183
0.312,0.05705530096687291,2.,2.442944699033124
0.32,0.05612954413219011,2.,2.443870455867807
0.328,0.05531044051134073,2.,2.444689559488656
0.336,0.05458570067893182,2.,2.445414299321065
0.344,0.05394445479316694,2.,2.44605554520683
0.352,0.0533770848577339,2.,2.446622915142263
0.36,0.05287507965460296,2.,2.447124920345394
0.368,0.0524309077232498,2.,2.447569092276748
0.376,0.05203790631076289,2.,2.447962093689235
0.384,0.05169018119139468,2.,2.448309818808603
0.392,0.05138251643208578,2.,2.448617483567912
0.4,0.05111029635704842,2.,2.448889703642949
