time,S1,S2,S3,S4
0,0.002,0.002,0,0
0.2,0.00150697529938291,0.001466611530591072,0.0004930247006170907,4.036376879183782e-005
0.4,0.001326817149665483,0.001202747896217631,0.0006731828503345175,0.0001240692534478522
0.6,0.001265637926543748,0.001042177057373271,0.0007343620734562529,0.0002234608691704768
0.8,0.001255842864525916,0.0009284962284519258,0.0007441571354740851,0.0003273466360739896
1,0.001269631037064343,0.0008388851779340068,0.0007303689629356579,0.0004307458591303357
1.2,0.001294527158808333,0.0007631861758358731,0.0007054728411916676,0.0005313409829724596
1.4,0.001324625453073075,0.0006965856355112171,0.0006753745469269249,0.000628039817561858
1.6,0.001357013455561708,0.0006366723890334707,0.0006429865444382924,0.0007203410665282369
1.8,0.001390195959635145,0.0005821559764612816,0.0006098040403648557,0.0008080399831738626
2,0.001423368317681036,0.0005322811385200021,0.000576631682318965,0.0008910871791610328
2.2,0.001456071771819057,0.000486552770971188,0.0005439282281809439,0.0009695190008478681
2.4,0.001488026870405305,0.0004446047191949181,0.0005119731295946955,0.001043422151210387
2.6,0.001519051832408734,0.0004061368634254267,0.0004809481675912665,0.001112914968983307
2.8,0.001549022037286396,0.0003708851216981393,0.0004509779627136048,0.001178136915588257
3,0.001577849594646968,0.0003386074327303552,0.0004221504053530328,0.001239242161916613
3.2,0.001605472741165459,0.0003090774750375399,0.0003945272588345412,0.001296395266127919
3.4,0.001631850024894657,0.0002820820642920684,0.0003681499751053436,0.001349767960602589
3.6,0.001656956793727641,0.00025742022160012,0.0003430432062723597,0.002024440262698387
3.8,0.001680782770905907,0.0002349029229358247,0.000319217229094093,0.002070783538540949
4,0.001703330134224416,0.000214353052571451,0.0002966698657755844,0.002113880772223831
4.2,0.001724611831052864,0.0001956053419176794,0.0002753881689471365,0.00215391017970605
4.4,0.001744650018093896,0.0001785062066588841,0.0002553499819061042,0.002191047502005877
4.6,0.001763474589362779,0.0001629134600308594,0.000236525410637222,0.002225464819902784
4.8,0.001781121789470895,0.0001486959112214114,0.0002188782105291051,0.002257329568820349
5,0.001797632921628709,0.0001357328708416675,0.0002023670783712915,0.002286803741357907
5.2,0.001813053161940766,0.0001239135891240492,0.0001869468380592345,0.002314043263387583
5.4,0.001827430489135295,0.0001131366515527365,0.0001725695108647052,0.002339197528153425
5.6,0.001840814734753919,0.000103309353516253,0.0001591852652460812,0.002362409071808532
5.8,0.001853256754550613,9.434707169371685e-005,0.0001467432454493876,0.002383813373427762
6,0.001864807718081776,8.617264595436735e-005,0.0001351922819182239,0.002403538762698275
6.2,0.001875518510493101,7.871578194179058e-005,0.0001244814895068999,0.002421706419122176
6.4,0.001885439238552239,7.191248154126174e-005,0.0001145607614477615,0.002438430447581843
6.6,0.001894618831438817,6.570450570867953e-005,0.0001053811685611837,0.002453818016301003
6.8,0.001903104726390108,6.003887231718207e-005,9.689527360989276e-005,0.002467969544643791
7,0.001910942629004011,5.486738999680353e-005,8.905737099598895e-005,0.002480978929578073
7.2,0.001918176338328786,5.014622785070395e-005,8.182366167121419e-005,0.002492933801048948
7.4,0.001924847627375139,4.583552009202744e-005,7.515237262486094e-005,0.002503915797853978
7.6,0.001930996170393094,4.189900408839561e-005,6.900382960690588e-005,0.002514000856875565
7.8,0.001936659509090197,3.830368997430256e-005,6.334049090980379e-005,0.00252325950968676
8,0.001941873050711474,3.50195597088869e-005,5.812694928852633e-005,0.002531757181573453
8.2,0.001946670091867315,3.201929347958642e-005,5.332990813268505e-005,0.002539554488958595
8.4,0.001951081862709537,2.927802127215927e-005,4.89181372904633e-005,0.002546707532008244
8.6,0.001955137586837739,2.677309750684997e-005,4.486241316226059e-005,0.002553268179901756
8.8,0.001958864553005564,2.44838967304557e-005,4.113544699443556e-005,0.002559284346845975
9,0.001962288195330657,2.239162848044352e-005,3.771180466934228e-005,0.00256480025742108
9.2,0.001965432179261821,2.047916956695947e-005,3.456782073817842e-005,0.002569856700265728
9.4,0.001968318490996662,1.873091210771406e-005,3.168150900333688e-005,0.002574491269459815
9.6,0.001970967528546154,1.71326258630229e-005,2.903247145384559e-005,0.002578738593253997
9.8,0.001973398192946862,1.567133349149778e-005,2.660180705313668e-005,0.002582630550026231
10,0.00197562797843013,1.433519747290729e-005,2.437202156986928e-005,0.002586196471528089
