time,case00582`S1,case00582`S2,case00582`S3,case00582`S4
0,1.e-15,1.e-15,2.e-15,1.e-15
0.04,9.903410415414882e-16,9.903410415414882e-16,2.00965895845851e-15,1.e-15
0.08,9.813299258174351e-16,9.813299258174351e-16,2.018670074182564e-15,1.e-15
0.12,9.729186506443367e-16,9.729186506443367e-16,2.027081349355662e-15,1.e-15
0.16,9.650633196333646e-16,9.650633196333646e-16,2.034936680366635e-15,1.e-15
0.2,9.577237261000365e-16,9.577237261000365e-16,2.042276273899962e-15,1.e-15
0.24,9.508629865987671e-16,9.508629865987671e-16,2.049137013401232e-15,1.e-15
0.28,9.444472166636408e-16,9.444472166636408e-16,2.055552783336358e-15,1.e-15
0.32,9.38445244857339e-16,9.38445244857339e-16,2.06155475514266e-15,1.e-15
0.36,9.328283571082693e-16,9.328283571082693e-16,2.06717164289173e-15,1.e-15
0.4,9.2757007597196e-16,9.2757007597196e-16,2.072429924028039e-15,1.e-15
0.44,9.226459520214324e-16,9.226459520214324e-16,2.077354047978567e-15,1.e-15
0.48,9.180333831084961e-16,9.180333831084961e-16,2.081966616891504e-15,1.e-15
0.52,9.13711462228189e-16,9.13711462228189e-16,2.086288537771811e-15,1.e-15
0.56,9.096608249555748e-16,9.096608249555748e-16,2.090339175044425e-15,1.e-15
0.6,9.058635167786427e-16,9.058635167786427e-16,2.094136483221356e-15,1.e-15
0.64,9.02302884299864e-16,9.02302884299864e-16,2.097697115700136e-15,1.e-15
0.68,8.989634621019811e-16,8.989634621019811e-16,2.101036537898018e-15,1.e-15
0.72,8.958308790986156e-16,8.958308790986156e-16,2.104169120901384e-15,1.e-15
0.76,8.928917712096699e-16,8.928917712096699e-16,2.107108228790329e-15,1.e-15
0.8,8.901337023248344e-16,8.901337023248344e-16,2.109866297675165e-15,1.e-15
0.84,8.875450924246328e-16,8.875450924246328e-16,2.112454907575367e-15,1.e-15
0.88,8.851151521062359e-16,8.851151521062359e-16,2.114884847893764e-15,1.e-15
0.92,8.828338228530847e-16,8.828338228530847e-16,2.117166177146915e-15,1.e-15
0.96,8.806917224642801e-16,8.806917224642801e-16,2.11930827753572e-15,1.e-15
1.,8.786800927310794e-16,8.786800927310794e-16,2.12131990726892e-15,1.e-15
1.04,8.767907641417323e-16,8.767907641417323e-16,2.123209235858267e-15,1.e-15
1.08,8.7501609768082e-16,8.7501609768082e-16,2.124983902319179e-15,1.e-15
1.12,8.733489548596868e-16,8.733489548596868e-16,2.126651045140312e-15,1.e-15
1.16,8.717826639178568e-16,8.717826639178568e-16,2.128217336082143e-15,1.e-15
1.2,8.703109876087147e-16,8.703109876087147e-16,2.129689012391285e-15,1.e-15
1.24,8.689280891279686e-16,8.689280891279686e-16,2.131071910872031e-15,1.e-15
1.28,8.676285046411432e-16,8.676285046411432e-16,2.132371495358856e-15,1.e-15
1.32,8.664071181525401e-16,8.664071181525401e-16,2.133592881847459e-15,1.e-15
1.36,8.652591395556873e-16,8.652591395556873e-16,2.134740860444312e-15,1.e-15
1.4,8.641800839381428e-16,8.641800839381428e-16,2.135819916061856e-15,1.e-15
1.44,8.631657482259722e-16,8.631657482259722e-16,2.136834251774027e-15,1.e-15
1.48,8.622121920702628e-16,8.622121920702628e-16,2.137787807929736e-15,1.e-15
1.52,8.613157209756474e-16,8.613157209756474e-16,2.138684279024352e-15,1.e-15
1.56,8.6047287184757e-16,8.6047287184757e-16,2.139527128152429e-15,1.e-15
1.6,8.596804019246481e-16,8.596804019246481e-16,2.140319598075351e-15,1.e-15
1.64,8.589352585991459e-16,8.589352585991459e-16,2.141064741400853e-15,1.e-15
1.68,8.582345857487981e-16,8.582345857487981e-16,2.141765414251201e-15,1.e-15
1.72,8.575757052507436e-16,8.575757052507436e-16,2.142424294749256e-15,1.e-15
1.76,8.569560949248741e-16,8.569560949248741e-16,2.143043905075125e-15,1.e-15
1.8,8.563733941652365e-16,8.563733941652365e-16,2.143626605834763e-15,1.e-15
1.84,8.558253878889558e-16,8.558253878889558e-16,2.144174612111043e-15,1.e-15
1.88,8.553099892737455e-16,8.553099892737455e-16,2.144690010726254e-15,1.e-15
1.92,8.54825245223599e-16,8.54825245223599e-16,2.1451747547764e-15,1.e-15
1.96,8.543693194768211e-16,8.543693194768211e-16,2.145630680523178e-15,1.e-15
2.,8.539404865516535e-16,8.539404865516535e-16,2.146059513448345e-15,1.e-15
