time,case00559`S1,case00559`S2,case00559`S3,case00559`S4
0,1.e-15,2.e-15,1.e-15,1.e-15
0.3,1.07133687904901e-15,2.071336879049009e-15,9.286631209509893e-16,1.07133687904901e-15
0.6,1.13598289947031e-15,2.135982899470308e-15,8.640171005296899e-16,1.13598289947031e-15
0.9,1.195826380528171e-15,2.195826380528169e-15,8.041736194718283e-16,1.195826380528172e-15
1.2,1.248396968565153e-15,2.24839696856515e-15,7.516030314348465e-16,1.248396968565153e-15
1.5,1.296333044987157e-15,2.296333044987153e-15,7.03666955012843e-16,1.296333044987157e-15
1.8,1.345185891216627e-15,2.345185891216622e-15,6.548141087833727e-16,1.345185891216627e-15
2.1,1.386614525930146e-15,2.386614525930141e-15,6.133854740698532e-16,1.386614525930146e-15
2.4,1.422046262438111e-15,2.422046262438105e-15,5.779537375618885e-16,1.422046262438111e-15
2.7,1.454823232380251e-15,2.454823232380243e-15,5.451767676197489e-16,1.454823232380251e-15
3.,1.488287567396295e-15,2.488287567396287e-15,5.11712432603705e-16,1.488287567396295e-15
3.3,1.523771557248453e-15,2.523771557248444e-15,4.76228442751547e-16,1.523771557248453e-15
3.6,1.55390147340374e-15,2.55390147340373e-15,4.460985265962602e-16,1.55390147340374e-15
3.9,1.579670009045896e-15,2.579670009045884e-15,4.203299909541041e-16,1.579670009045896e-15
4.2,1.603507805367452e-15,2.603507805367439e-15,3.964921946325481e-16,1.603507805367452e-15
4.5,1.627845503560938e-15,2.627845503560925e-15,3.721544964390617e-16,1.627845503560938e-15
4.8,1.653652041635235e-15,2.653652041635221e-15,3.46347958364765e-16,1.653652041635235e-15
5.1,1.675564707929989e-15,2.675564707929974e-15,3.244352920700111e-16,1.675564707929989e-15
5.4,1.694305461124284e-15,2.694305461124268e-15,3.056945388757158e-16,1.694305461124284e-15
5.7,1.711642040267234e-15,2.711642040267217e-15,2.88357959732766e-16,1.711642040267234e-15
6.,1.729342184407951e-15,2.729342184407933e-15,2.706578155920487e-16,1.729342184407951e-15
6.3,1.748395707976444e-15,2.748395707976425e-15,2.516042920235555e-16,1.748395707976444e-15
6.6,1.766035425629844e-15,2.766035425629824e-15,2.33964574370156e-16,1.766035425629844e-15
6.9,1.782173416820312e-15,2.78217341682029e-15,2.178265831796881e-16,1.782173416820312e-15
7.2,1.79724358113263e-15,2.797243581132608e-15,2.027564188673695e-16,1.79724358113263e-15
7.5,1.811679818151582e-15,2.811679818151559e-15,1.883201818484178e-16,1.811679818151582e-15
7.8,1.825720274430127e-15,2.825720274430102e-15,1.742797255698727e-16,1.825720274430127e-15
8.1,1.838663668794726e-15,2.838663668794701e-15,1.613363312052735e-16,1.838663668794726e-15
8.4,1.850491526903464e-15,2.850491526903437e-15,1.495084730965353e-16,1.850491526903464e-15
8.7,1.861317217806103e-15,2.861317217806074e-15,1.38682782193897e-16,1.861317217806102e-15
9.,1.871254110552402e-15,2.871254110552373e-15,1.28745889447597e-16,1.871254110552402e-15
9.3,1.880488758900616e-15,2.880488758900586e-15,1.19511241099383e-16,1.880488758900616e-15
9.6,1.889408474537256e-15,2.889408474537225e-15,1.105915254627431e-16,1.889408474537256e-15
9.9,1.89792810612936e-15,2.897928106129327e-15,1.020718938706398e-16,1.89792810612936e-15
10.2,1.905899710785747e-15,2.905899710785713e-15,9.410028921425194e-17,1.905899710785748e-15
10.5,1.913175345615241e-15,2.913175345615206e-15,8.682465438475797e-17,1.913175345615242e-15
10.8,1.91971183586812e-15,2.919711835868083e-15,8.028816413188003e-17,1.91971183586812e-15
11.1,1.925922779264943e-15,2.925922779264905e-15,7.40772207350568e-17,1.925922779264943e-15
11.4,1.931789909346077e-15,2.931789909346038e-15,6.821009065392306e-17,1.931789909346077e-15
11.7,1.937220267547545e-15,2.937220267547505e-15,6.277973245245423e-17,1.937220267547546e-15
12.,1.942120895305374e-15,2.942120895305333e-15,5.787910469462561e-17,1.942120895305374e-15
12.3,1.946462913776875e-15,2.946462913776832e-15,5.353708622312509e-17,1.946462913776875e-15
12.6,1.950510980015993e-15,2.950510980015949e-15,4.948901998400635e-17,1.950510980015993e-15
12.9,1.954286046164849e-15,2.954286046164804e-15,4.571395383515055e-17,1.954286046164849e-15
13.2,1.9577646505631e-15,2.957764650563053e-15,4.223534943689935e-17,1.9577646505631e-15
13.5,1.960923331550405e-15,2.960923331550357e-15,3.90766684495943e-17,1.960923331550405e-15
13.8,1.963759629667676e-15,2.963759629667626e-15,3.6240370332324e-17,1.963759629667676e-15
14.1,1.966374123443124e-15,2.966374123443073e-15,3.362587655687555e-17,1.966374123443124e-15
14.4,1.968797377768511e-15,2.968797377768459e-15,3.120262223148852e-17,1.96879737776851e-15
14.7,1.971046013812466e-15,2.971046013812412e-15,2.895398618753356e-17,1.971046013812466e-15
15.,1.973136652743618e-15,2.973136652743563e-15,2.686334725638126e-17,1.973136652743618e-15
