time,case00867`S1,case00867`S2,case00867`S3,case00867`S4
0,1.e-15,0,0,0
0.08,9.977625069046965e-16,0,0,0
0.16,9.910800211413735e-16,0,0,0
0.24,9.800418539111996e-16,0,0,0
0.32,9.647946479928591e-16,0,0,0
0.4,9.455391354791593e-16,0,0,0
0.48,9.225257404375683e-16,0,0,0
0.56,8.960491587380976e-16,0,0,0
0.64,8.66442091405647e-16,0,0,0
0.72,8.340682875317199e-16,0,0,0
0.8,7.993151342309661e-16,0,0,0
0.88,7.625859923322393e-16,0,0,0
0.96,7.242924756735137e-16,0,0,0
1.04,6.848468799588053e-16,0,0,0
1.12,6.446549989052244e-16,0,0,0
1.2,6.041093891057197e-16,0,0,0
1.28,5.635833772775216e-16,0,0,0
1.36,5.234258299611123e-16,0,0,0
1.44,4.839566370136319e-16,0,0,0
1.52,4.454634847923268e-16,0,0,0
1.6,4.081991953543421e-16,0,0,0
1.68,3.723801641531422e-16,0,0,0
1.76,3.381857430703558e-16,0,0,0
1.84,3.05758410394991e-16,0,0,0
1.92,2.752047263141002e-16,0,0,0
2.,2.465969643208149e-16,0,0,0
2.08,2.199753026117873e-16,0,0,0
2.16,1.953504800855863e-16,0,0,0
2.24,1.727067872185602e-16,0,0,0
2.32,1.520052836597764e-16,0,0,0
2.4,1.331871502359658e-16,0,0,0
2.48,1.161770453951228e-16,0,0,0
2.56,1.008864154386581e-16,0,0,0
2.64,8.721665227214072e-17,0,0,0
2.72,7.506206317113215e-17,0,0,0
2.8,6.431258136451427e-17,0,0,0
2.88,5.485620308268065e-17,0,0,0
2.96,4.658111791689621e-17,0,0,0
3.04,3.937752639187108e-17,0,0,0
3.12,3.313914642026535e-17,0,0,0
3.2,2.776441759973992e-17,0,0,0
3.28,2.315742062132638e-17,0,0,0
3.36,1.92285328741953e-17,0,0,0
3.44,1.589485068746479e-17,0,0,0
3.52,1.308040294286088e-17,0,0,0
3.6,1.071618450804325e-17,0,0,0
3.68,8.740044278625648e-18,0,0,0
3.76,7.096454065347621e-18,0,0,0
3.84,5.736189849620639e-18,0,0,0
3.92,4.615938307672626e-18,0,0,0
4.,3.697863716532672e-18,0,0,0
