time,case00079`S1,case00079`S2,case00079`S3,case00079`S4
0,9.99999999999999E-13,2.00000000000000E-12,1.50000000000000E-12,1.50000000000000E-12
0.15,8.07660214758540E-13,1.80766021475854E-12,1.69233978524145E-12,1.35574516106890E-12
0.3,6.64608499043057E-13,1.66460849904305E-12,1.83539150095694E-12,1.24845637428229E-12
0.45,5.54668465994748E-13,1.55466846599475E-12,1.94533153400525E-12,1.16600134949606E-12
0.6,4.68028160731613E-13,1.46802816073161E-12,2.03197183926838E-12,1.10102112054871E-12
0.75,3.98389236818875E-13,1.39838923681887E-12,2.10161076318112E-12,1.04879192761415E-12
0.9,3.41522608836772E-13,1.34152260883677E-12,2.15847739116322E-12,1.00614195662758E-12
1.05,2.94482597357055E-13,1.29448259735705E-12,2.20551740264294E-12,9.70861948017792E-13
1.2,2.55154019948688E-13,1.25515401994869E-12,2.24484598005131E-12,9.41365514961517E-13
1.35,2.21978527393594E-13,1.22197852739359E-12,2.27802147260640E-12,9.16483895545196E-13
1.5,1.93782533552379E-13,1.19378253355238E-12,2.30621746644762E-12,8.95336900164285E-13
1.65,1.69665314533030E-13,1.16966531453303E-12,2.33033468546696E-12,8.77248985899774E-13
1.8,1.48924056641274E-13,1.14892405664127E-12,2.35107594335872E-12,8.61693042480956E-13
1.95,1.31002374012061E-13,1.13100237401206E-12,2.36899762598793E-12,8.48251780509047E-13
2.1,1.15454141602451E-13,1.11545414160245E-12,2.38454585839754E-12,8.36590606201839E-13
2.25,1.01917580897243E-13,1.10191758089724E-12,2.39808241910275E-12,8.26438185672933E-13
2.4,9.00963335794183E-14,1.09009633357941E-12,2.40990366642058E-12,8.17572250184564E-13
2.55,7.97454512659961E-14,1.07974545126599E-12,2.42025454873400E-12,8.09809088449497E-13
2.7,7.06608436475051E-14,1.07066084364750E-12,2.42933915635249E-12,8.02995632735629E-13
2.85,6.26712351156702E-14,1.06267123511567E-12,2.43732876488432E-12,7.97003426336753E-13
3,5.56319605531007E-14,1.05563196055310E-12,2.44436803944689E-12,7.91723970414826E-13
3.15,4.94201216176032E-14,1.04942012161760E-12,2.45057987838239E-12,7.87065091213203E-13
3.3,4.39307702400956E-14,1.04393077024009E-12,2.45606922975990E-12,7.82948077680072E-13
3.45,3.90738617986254E-14,1.03907386179862E-12,2.46092613820137E-12,7.79305396348969E-13
3.6,3.47718205656862E-14,1.03477182056568E-12,2.46522817943431E-12,7.76078865424265E-13
3.75,3.09575566063787E-14,1.03095755660637E-12,2.46904244339362E-12,7.73218167454784E-13
3.9,2.75728545478617E-14,1.02757285454786E-12,2.47242714545213E-12,7.70679640910897E-13
4.05,2.45670418189864E-14,1.02456704181898E-12,2.47543295818101E-12,7.68425281364240E-13
4.2,2.18958950517030E-14,1.02189589505170E-12,2.47810410494829E-12,7.66421921288778E-13
4.35,1.95207227717702E-14,1.01952072277177E-12,2.48047927722822E-12,7.64640542078828E-13
4.5,1.74075977034621E-14,1.01740759770346E-12,2.48259240229653E-12,7.63055698277597E-13
4.65,1.55267125580313E-14,1.01552671255803E-12,2.48447328744196E-12,7.61645034418524E-13
4.8,1.38518329611364E-14,1.01385183296113E-12,2.48614816703886E-12,7.60388874720853E-13
4.95,1.23598325160535E-14,1.01235983251605E-12,2.48764016748394E-12,7.59269874387041E-13
5.1,1.10302954922553E-14,1.01103029549225E-12,2.48896970450774E-12,7.58272721619192E-13
5.25,9.84517643660881E-15,1.00984517643661E-12,2.49015482356338E-12,7.57383882327457E-13
5.4,8.78850549075472E-15,1.00878850549075E-12,2.49121149450924E-12,7.56591379118067E-13
5.55,7.84613637915625E-15,1.00784613637915E-12,2.49215386362084E-12,7.55884602284368E-13
5.7,7.00552639083219E-15,1.00700552639083E-12,2.49299447360916E-12,7.55254144793125E-13
5.85,6.25554526395890E-15,1.00625554526396E-12,2.49374445473603E-12,7.54691658947970E-13
6,5.58630870438454E-15,1.00558630870438E-12,2.49441369129561E-12,7.54189731528289E-13
6.15,4.98903384102715E-15,1.00498903384102E-12,2.49501096615897E-12,7.53741775380771E-13
6.3,4.45591028693772E-15,1.00445591028693E-12,2.49554408971306E-12,7.53341932715204E-13
6.45,3.97999138440187E-15,1.00397999138440E-12,2.49602000861559E-12,7.52984993538302E-13
6.6,3.55509251898367E-15,1.00355509251898E-12,2.49644490748101E-12,7.52666319389238E-13
6.75,3.17570875849947E-15,1.00317570875850E-12,2.49682429124149E-12,7.52381781568875E-13
6.9,2.83693465241309E-15,1.00283693465241E-12,2.49716306534758E-12,7.52127700989310E-13
7.05,2.53440102296628E-15,1.00253440102296E-12,2.49746559897703E-12,7.51900800767225E-13
7.2,2.26421185419641E-15,1.00226421185419E-12,2.49773578814580E-12,7.51698158890648E-13
7.35,2.02289510381878E-15,1.00202289510382E-12,2.49797710489617E-12,7.51517171327865E-13
7.5,1.80735328837169E-15,1.00180735328837E-12,2.49819264671162E-12,7.51355514966279E-13
