time,case00748`S1,case00748`S2,case00748`S3,case00748`S4
0,1.e-15,1.2e-15,2.e-15,1.e-15
0.05,9.811504470258371e-16,1.181150447025837e-15,2.018849552974162e-15,1.018849552974163e-15
0.1,9.644169242291278e-16,1.164416924229127e-15,2.035583075770871e-15,1.035583075770872e-15
0.15,9.495494231499075e-16,1.149549423149907e-15,2.050450576850092e-15,1.050450576850092e-15
0.2,9.363300101434981e-16,1.136330010143498e-15,2.063669989856501e-15,1.063669989856502e-15
0.25,9.245681996379476e-16,1.124568199637947e-15,2.075431800362051e-15,1.075431800362052e-15
0.3,9.140971041336149e-16,1.114097104133614e-15,2.085902895866384e-15,1.085902895866385e-15
0.35,9.047701896037639e-16,1.104770189603763e-15,2.095229810396235e-15,1.095229810396236e-15
0.4,1.970435077338881e-15,1.07043507407646e-15,2.129564925923538e-15,5.295649226611192e-16
0.45,1.909965275120884e-15,1.009965271858464e-15,2.190034728141535e-15,5.900347248791167e-16
0.5,1.857621752890363e-15,9.576217496279426e-16,2.242378250372056e-15,6.423782471096376e-16
0.55,1.812193258634302e-15,9.121932553718814e-16,2.287806744628117e-15,6.878067413656991e-16
0.6,1.772676269178203e-15,8.726762659157829e-16,2.327323734084216e-15,7.273237308217974e-16
0.65,1.738233311263611e-15,8.382333080011909e-16,2.361766691998808e-15,7.617666887363893e-16
0.7,1.708160949431697e-15,8.081609461692765e-16,2.391839053830722e-15,7.918390505683037e-16
0.75,1.969851209665239e-15,7.698511719102078e-16,2.43014882808979e-15,5.30148790334762e-16
0.8,1.93179502886386e-15,7.317949911088302e-16,2.468205008891168e-15,5.682049711361396e-16
0.85,1.898640380376731e-15,6.986403426217012e-16,2.501359657378297e-15,6.013596196232686e-16
0.9,1.869707871741594e-15,6.697078339865639e-16,2.530292166013435e-15,6.302921282584058e-16
0.95,1.992495922301617e-15,6.42495898452994e-16,2.557504101547005e-15,5.075040776983826e-16
1.,1.962789257673339e-15,6.127892338247162e-16,2.587210766175283e-15,5.372107423266604e-16
1.05,1.93685147792055e-15,5.868514540719272e-16,2.613148545928072e-15,5.631485220794494e-16
1.1,1.987230829743516e-15,5.622308081722613e-16,2.637769191827741e-15,5.127691702564815e-16
1.15,1.963848594553225e-15,5.388485729819699e-16,2.661151427018032e-15,5.361514054467729e-16
1.2,1.997788246813276e-15,5.165382040035855e-16,2.683461795996417e-15,5.022117531867219e-16
1.25,1.99559530422501e-15,4.955952844691045e-16,2.7044047155309e-15,5.044046957749891e-16
1.3,1.976836136969037e-15,4.768361172131321e-16,2.723163882786873e-15,5.231638630309614e-16
1.35,1.96040675433216e-15,4.604067345762555e-16,2.73959326542375e-15,5.39593245667838e-16
1.4,1.946005949303454e-15,4.460059295475504e-16,2.753994070452456e-15,5.539940506965431e-16
1.45,1.933374127617512e-15,4.333741078616079e-16,2.766625892138398e-15,5.666258723824858e-16
1.5,1.922286970071085e-15,4.222869503151806e-16,2.777713049684825e-15,5.777130299289132e-16
1.55,1.912550174863769e-15,4.125501551078651e-16,2.787449844892141e-15,5.874498251362285e-16
1.6,1.903995102394272e-15,4.039950826383681e-16,2.796004917361638e-15,5.960048976057254e-16
1.65,1.896475101701494e-15,3.9647508194559e-16,2.803524918054416e-15,6.035248982985036e-16
1.7,1.88986244933165e-15,3.898624295757472e-16,2.81013757042426e-15,6.101375506683465e-16
1.75,1.884045737176756e-15,3.840457174208529e-16,2.815954282579154e-15,6.159542628232407e-16
1.8,1.878927668692014e-15,3.789276489361111e-16,2.821072351063896e-15,6.210723313079826e-16
1.85,1.874423174439818e-15,3.744231546839153e-16,2.825576845316092e-15,6.255768255601783e-16
1.9,1.87045779933337e-15,3.704577795774663e-16,2.82954222042254e-15,6.295422006666272e-16
1.95,1.866966331627375e-15,3.669663118714717e-16,2.833033688128535e-15,6.330336683726219e-16
2.,1.863891587196338e-15,3.638915674404344e-16,2.836108432559572e-15,6.361084128036592e-16
2.05,1.861183416577255e-15,3.611833968213508e-16,2.838816603178655e-15,6.388165834227429e-16
2.1,1.858797790672157e-15,3.587977709162526e-16,2.841202229083753e-15,6.41202209327841e-16
2.15,1.856696041451706e-15,3.566960216958025e-16,2.843303978304204e-15,6.433039585482912e-16
2.2,1.854844197661409e-15,3.548441779055045e-16,2.845155822094501e-15,6.451558023385893e-16
2.25,1.853212387820499e-15,3.53212368064595e-16,2.846787631935411e-15,6.467876121794987e-16
2.3,1.851774354298052e-15,3.517743345421479e-16,2.848225665457858e-15,6.482256457019457e-16
2.35,1.850506996036949e-15,3.505069762810451e-16,2.849493023718961e-15,6.494930039630486e-16
2.4,1.849389980525621e-15,3.493899607697174e-16,2.850610039230289e-15,6.506100194743763e-16
2.45,1.848405420889888e-15,3.484054011339841e-16,2.851594598866022e-15,6.515945791101096e-16
2.5,1.84753756845662e-15,3.475375487007157e-16,2.85246245129929e-15,6.52462431543378e-16
