time,s1,s2
0,10.,14.999999999998298
0.03,8.607079790042825,13.607079790042814
0.06,7.40818222548235,12.408182225487915
0.09,6.376281536590502,11.376281539864276
0.12,5.488116378727669,10.488116376854519
0.15,4.723665543119284,9.72366554718981
0.18,4.06569661091622,9.065696610934792
0.21,3.4993775019543456,8.499377502098922
0.24,3.011942128985319,8.01194212957179
0.27,2.5924026156562507,7.592402617434364
0.3,2.231301611338644,7.2313016140502056
0.32999999999999996,1.9204990956334387,6.920499094214705
0.36,1.6529888902534753,6.652988894298294
0.39,1.4227407231955247,6.422740722655262
0.42,1.2245642887831332,6.224564289275656
0.44999999999999996,1.0539922510811965,6.05399225121558
0.48,0.9071795346954185,5.907179534695369
0.51,0.7808166623843846,5.780816662384386
0.54,0.672055130611057,5.672055130611057
0.57,0.5784432125425117,5.578443212542511
0.6,0.49787068783392996,5.497870687833929
0.63,0.4285212730177481,5.42852127301775
0.6599999999999999,0.3688316784231695,5.368831678423171
0.69,0.31745636815801725,5.317456368158018
0.72,0.2732372287452311,5.273237228745233
0.75,0.23517746267587808,5.235177462675878
0.78,0.20241911838175525,5.2024191183817585
0.8099999999999999,0.17422375010352997,5.174223750103531
0.84,0.1499557716849623,5.149955771684963
0.87,0.12906812905079204,5.129068129050794
0.8999999999999999,0.11108996839415118,5.111089968394152
0.9299999999999999,0.09561602208708755,5.095616022087088
0.96,0.08229747304907506,5.082297473049073
0.99,0.0708340916361071,5.070834091636109
1.02,0.0609674677984091,5.060967467798409
1.05,0.052475185944588894,5.052475185944589
1.08,0.04516581120073975,5.045165811200741
1.1099999999999999,0.03887457404365144,5.038874574043649
1.14,0.03345965603018807,5.033459656030186
1.17,0.02879899289493262,5.028798992894933
1.2,0.02478752295082485,5.024787522950826
1.23,0.02133481876563932,5.02133481876564
1.26,0.018363048727036018,5.018363048727039
1.29,0.015805222545337335,5.015805222545341
1.3199999999999998,0.013603681143771407,5.013603681143772
1.3499999999999999,0.011708796894957168,5.0117087968949585
1.38,0.010077854904078063,5.010077854904078
1.41,0.00867409012038463,5.008674090120386
1.44,0.00746585857138319,5.0074658585713845
1.47,0.006425924037490318,5.006425924037491
1.5,0.005530844096234559,5.005530844096233
